OID_,Origins15dqmd4_Name,FREQUENCY,MEAN_Properties_FoodDrinks_OD_lt90_open_Total_PublicTransitTime,MIN_Properties_FoodDrinks_OD_lt90_open_Total_PublicTransitTime,MAX_Properties_FoodDrinks_OD_lt90_open_Total_PublicTransitTime,STD_Properties_FoodDrinks_OD_lt90_open_Total_PublicTransitTime,MEAN_Properties_FoodDrinks_OD_lt90_open_Attraction_CostNormalize,MAX_Properties_FoodDrinks_OD_lt90_open_Attraction_CostNormalized,MAX_Properties_FoodDrinks_OD_lt90_open_Attraction_CostNormaliz_1,STD_Properties_FoodDrinks_OD_lt90_open_Attraction_CostNormalized
67,129 College Ave,280,26.585765188525933,2.741791691167449,85.861226240842612,19.722049204438939,71.264754696006619,1251.366774430722444,,115.106363597875060
68,135 Coddington Rd,262,33.083552637204029,6.744902628300753,89.691472503601048,15.102531966206348,43.009700881845127,495.040504512249129,,66.766742398320531
69,139 Coddington Rd # 139COD,262,32.317448340958954,6.803272262056437,88.908060138987608,15.072449280027774,44.182133373642223,490.793234694199157,,68.224504703664806
70,140 Seneca Way,279,23.034498669515514,0.634159495094373,85.888932857815163,21.398148171510588,137.418624973013920,3416.548735557484633,,338.677102771574539
71,144-313 Linn St,279,25.608015472758161,5.468074765337143,85.289717022121394,19.275330689453842,69.647546245943417,832.297887302630329,,111.092252565340942
72,151 Dryden Rd,280,25.763462939350600,0.033618591066348,83.578917151488000,19.821870231846397,259.685998795489240,26461.549154285916302,,1637.138806992247282
73,1601 E Shore Dr,50,64.663528807935563,29.988451626289507,89.930084101150555,15.372834561490469,17.809751178497876,124.818676757933048,,24.317767883048681
74,1601 E Shore Dr Unit B,49,64.220228591077117,29.881032090921295,89.959163662551973,15.136506254119542,18.142750888467013,124.540037661978516,,24.394169291460514
75,166 Bush Ln,70,62.706284569141225,25.705767513405569,89.335651903041366,22.098051428107539,19.691717011647377,233.130560948034429,,37.706883457930985
76,1718 Ellis Hollow Rd,13,78.388864958686270,48.903666265062846,85.724338398574872,9.630935289559236,10.890532072713912,38.432763807363656,,14.279451398529725
77,192-198 Pinckney Rd,18,64.147438923013141,2.662889808012002,87.476263808524294,30.012683882958360,16.629590818838146,78.916914066170378,,23.904611901317754
78,1B Deibler Dr,9,57.729125164037697,44.140549725896868,76.559225118346603,13.409616115925699,16.028252748946478,42.248819660018846,,14.809677887939628
79,200 Conifer Dr,241,58.354118727899795,36.273923130008825,89.456876725901807,12.313748905031641,24.310167083751139,299.237224947586583,,39.756349413867483
80,200 W Hill Cir,220,69.370776965798967,10.645231127144470,89.370363487886152,9.766278823756359,20.522137929353878,228.503000616534592,,32.016932425922022
81,202 Dryden Rd,280,26.294288205617875,0.003392680502210,82.664692185933760,19.678134792828732,897.332173414730278,180742.041462639841484,,10891.975655075159011
82,202 Linden-4 Bedroom Btb Ave Unit 203,280,27.054275641758899,3.261885075368086,85.341132856641963,19.704870267452975,67.821614098919994,1110.060257051310828,,106.389925348685580
83,202 Linden Ave Unit 1,280,27.054275641758899,3.261885075368086,85.341132856641963,19.704870267452975,67.821614098919994,1110.060257051310828,,106.389925348685580
84,202 Linden Ave Unit 303,280,27.054275641758899,3.261885075368086,85.341132856641963,19.704870267452975,67.821614098919994,1110.060257051310828,,106.389925348685580
85,205 Williams St,280,24.961134880856296,1.187032369304600,86.820448906064982,20.230784532623304,90.720028043373134,1440.903864147183185,,164.658983645716546
86,208 Dryden Rd,280,26.954064175517686,0.081655464009657,82.733259408967029,19.669708659417257,106.321846892325723,2702.301884341626192,,256.011454044062930
87,210 Delaware Ave,280,28.959480918843692,3.353284967106260,83.384964869396654,19.503851968324369,61.521449767292118,1085.491960124991465,,99.087316110024219
88,210 Delaware Ave Apt 2,280,28.961379350448436,3.402527743346020,83.434207645636420,19.503299523835366,61.343288918953824,1074.260699157190402,,98.459285757996639
89,211 Columbia St,278,25.157290754530138,5.604498187205992,89.813238522412760,21.001093749505230,77.817246428266785,1103.870698971780030,,124.993064335941256
90,213-215 Columbia St,277,25.008346813679964,5.797874023176099,85.800960636370149,20.672521757013957,77.039485276002978,1072.780524424978694,,122.643628406985229
91,214 Dryden Rd,280,26.904702741752899,0.032294030244868,82.683897975202242,19.669708659417267,116.633526653964466,3591.995149581353871,,329.401964139652421
92,216 University Ave,279,26.001330544679554,8.166785989830107,85.737310588015276,17.968188977082399,62.292247585772159,711.148815083034151,,94.706862234120493
93,217 Columbia St,278,25.324378637049666,6.049160061396750,89.979389064073359,20.935774040131367,75.477676309100488,1034.903911297918739,,119.490700132071595
94,218 Delaware Ave,280,28.786560018693837,2.528949136354418,82.560629038644819,19.575993100674260,65.797982723162875,1315.775099625325083,,113.202121286919166
95,218 Delaware Ave Apt 4,280,28.801400698952563,2.560429367206260,82.592109269496660,19.569527492886206,65.576199401441073,1305.200921224663034,,112.508344321760163
96,218 Pleasant St,279,24.934233114576482,3.621796822275390,88.916866351189753,21.642598879336013,87.310697241479161,1275.174983144977887,,144.182284834548483
97,220 Giles St,279,27.391234245923165,5.635574166435877,89.497025614772056,20.400902925547381,62.102080740169484,722.652033506977887,,91.765440970609106
98,2250 N Triphammer Rd,254,62.356807502914691,7.447996269334499,89.761490846930215,19.505978371262099,25.478747200081219,354.265690775204121,,50.634931614523445
99,2250 N Triphammer Rd Apt K2,254,62.356807502914691,7.447996269334499,89.761490846930215,19.505978371262099,25.478747200081219,354.265690775204121,,50.634931614523445
100,226 Bryant Ave,280,29.563550973944082,3.295206755804053,83.326886658094452,19.588698542663714,60.446215571240543,1099.043998174189710,,98.555915787415898
101,230 Bryant Ave,280,28.916526504669040,2.956771340624543,82.988451242914934,19.519984600116892,63.240019587809364,1185.274200065162404,,104.936130660603936
102,232 S Geneva St,275,24.507352449392030,2.244626320578698,87.745661785045584,21.679857789251017,97.665081216260731,1161.783225507286033,,159.780300317167701
103,238 Dryden Rd Unit 102,280,28.110752622155111,1.941294553095241,81.972974455385639,19.517574565021391,71.544244471082820,1550.223832643432615,,130.027262583436567
104,238 Dryden Rd Unit 201,280,28.110752622155111,1.941294553095241,81.972974455385639,19.517574565021391,71.544244471082820,1550.223832643432615,,130.027262583436567
105,238 Dryden Rd Unit 202,280,28.110752622155111,1.941294553095241,81.972974455385639,19.517574565021391,71.544244471082820,1550.223832643432615,,130.027262583436567
106,238 Dryden Rd Unit 302,280,28.110752622155111,1.941294553095241,81.972974455385639,19.517574565021391,71.544244471082820,1550.223832643432615,,130.027262583436567
107,238 Dryden Rd Unit 401,280,28.110752622155111,1.941294553095241,81.972974455385639,19.517574565021391,71.544244471082820,1550.223832643432615,,130.027262583436567
108,238 Dryden Rd Unit 402,280,28.110752622155111,1.941294553095241,81.972974455385639,19.517574565021391,71.544244471082820,1550.223832643432615,,130.027262583436567
109,238 Dryden Rd Unit G01,280,28.110752622155111,1.941294553095241,81.972974455385639,19.517574565021391,71.544244471082820,1550.223832643432615,,130.027262583436567
110,3 Hudson Pl,268,30.343748557827958,8.395392774687632,89.961608481498629,17.263749547361492,49.460075286392232,513.377795076626853,,74.374856913563733
111,3 Hudson Pl Unit B,268,30.345397811638179,8.393624774603088,89.963376481583182,17.263772549751558,49.456709695258148,513.345433706857079,,74.371001890797046
112,301 E State St,279,22.555089711536361,0.022561011257643,85.556567689983609,21.634174882527436,663.207877782907872,62025.201191514352104,,5087.858466781221978
113,303 Wyckoff Ave,278,36.289831231305499,4.327724768492986,87.480101024740961,15.148432641864742,34.771109534021434,286.505062355628752,,46.689684669776156
114,306 Bryant Ave,280,28.151532562560135,1.806439058506016,82.212612568924442,19.615544494587617,72.743906760892827,1616.314258361021757,,134.649838749407024
115,308 E Seneca St,279,22.241953861447886,0.107198471500439,83.620119187797954,21.214246316590529,172.512216580391168,3117.681569418329218,,393.763652575785613
116,308 Fairmount Ave # 308FAI,281,31.065295237051064,4.928872892486614,88.611595609760457,19.703632573016275,53.608949688237530,813.396524193435425,,81.526893563916687
117,308 Stewart Ave,280,24.107242861847624,0.001158511379954,88.619991101182165,20.047860170629086,532.666130375145940,120844.734391458681785,,7223.822533121542619
118,309 S Aurora St,279,24.115933726339275,2.895959060712579,88.202072872458587,21.447701776258967,99.750410833484239,1858.131783220732359,,183.281902714398939
119,311-313 S Aurora St,279,24.320004415719193,3.148726747109459,88.454840558855480,21.439658131544849,96.509546449800993,1746.748427963424547,,174.309041533830793
120,315-317 Hillview Pl # 315HIL,278,26.014535177681793,6.276321647030194,89.036327099087472,21.136395949730979,74.144769258158078,924.437843761666841,,118.184661877592674
121,319 Hillview Pl # 319HIL,278,25.956731806760441,6.485710501694086,88.826938244423587,21.089296933584084,74.335315279804774,949.387623323809294,,118.871042264880330
122,320 Blackstone Ave,257,60.806822003442399,13.811748452190818,89.396473196371701,16.454455130440628,21.164281614238707,185.385652574193358,,31.536380392842617
123,320 Hillview Pl # 320HIL,278,25.984356507880499,6.389453639215997,88.923195106901673,21.110053883905238,74.229473744463135,937.752913417020636,,118.511972638796877
124,324 Pleasant St,278,25.198600636804450,5.020866441298761,89.229606776505520,21.048666974984268,80.240512837160054,1209.678835182857256,,131.984359813634882
125,324 Spencer Rd,256,35.890801285189482,1.883190617132048,81.677365186899493,16.461187779989128,61.963135480904818,2671.529878192478918,,192.738145665337271
126,327 W Seneca St,276,23.923851251277473,1.835270835069000,89.250685651942518,21.979659630249166,121.871326021537698,2595.805139128134670,,262.989850826505005
127,327 W Seneca St Apt 102,276,23.922731258906321,1.837846817522674,89.248109669488855,21.979238801343119,121.877059312328925,2599.310066061651469,,263.043855362213833
128,327 W Seneca St Apt 203,276,23.922731258906321,1.837846817522674,89.248109669488855,21.979238801343119,121.877059312328925,2599.310066061651469,,263.043855362213833
129,327 W Seneca St Apt 204,276,23.922731258906321,1.837846817522674,89.248109669488855,21.979238801343119,121.877059312328925,2599.310066061651469,,263.043855362213833
130,327 W Seneca St Apt 303,276,23.922731258906321,1.837846817522674,89.248109669488855,21.979238801343119,121.877059312328925,2599.310066061651469,,263.043855362213833
131,327 W Seneca St Apt 304,276,23.922731258906321,1.837846817522674,89.248109669488855,21.979238801343119,121.877059312328925,2599.310066061651469,,263.043855362213833
132,37 Uptown Rd Apt 16D,241,65.237302296939632,4.940663627121117,89.898268572487780,18.878863716188533,21.641454807503699,243.781821820905520,,37.726890722857121
133,372 Troy Rd Unit 2,187,78.775578116667560,28.986333381994289,89.942717630493860,7.629130737257865,15.292543779752723,165.433425181287816,,20.783796502603362
134,402 Esty St,276,27.436299930736407,1.653797901562783,88.099058239237323,20.253734086380025,100.289883262522238,3600.952934454368915,,329.851731738107674
135,404 University Ave,279,26.845794097067756,6.208766516018677,84.620559635848551,17.355304790503482,56.460748991057244,570.512432838615609,,82.264133345819033
136,405-409 S Aurora St,279,24.911514585070098,4.047405521037312,89.353519332783335,21.399696595990331,87.510570378843042,1439.879530587537147,,150.307831253085453
137,409 College Ave,280,26.436906070374341,0.000000000000000,83.795163525122518,19.450104611576702,177.913893082785222,23564.549601159287704,,1419.230169172775959
138,410 S Aurora St,279,24.907683275108887,4.219084228447706,89.525198040193729,21.367382720958602,86.377122487284041,1393.124911756058282,,146.925034422041762
139,411 N Geneva St Apt 2,279,25.125211578437046,3.280750658191083,89.503620396494085,21.115206659850688,88.576766800838598,1148.032823107683498,,160.400336641700051
140,416 Hudson St # 416HUD,278,25.912907175477702,7.096539333681574,89.860617305478513,20.639046465330779,70.232953516178611,897.441057409617997,,108.798808562727416
141,419 Triphammer Rd,274,40.998225251127323,9.931910396110730,85.754643972814790,14.708881289483941,30.616059958343605,262.124213724641891,,41.684268982054817
142,425 Troy Rd,149,82.912400291215917,35.221590769486923,89.945679020889585,7.435847309727418,13.097637394759847,91.966948623511641,,16.775769167835655
143,426 E Buffalo St,279,23.748001753265207,3.991417892748080,83.458106542540492,20.634895250510812,85.826687957128030,1138.512514277826540,,134.030087761296329
144,426 Eddy St,280,25.236661642454479,0.479474988116520,86.112891524876915,20.272547094467090,111.025250263881617,3446.470934937242419,,291.687268515010146
145,429-431 N Tioga St,279,24.556262427837726,3.017802728503422,86.211605626618734,19.963582578649842,83.084303856663226,997.960627524334086,,140.178767584987327
146,43 Fiddlers Rdg,9,80.426495832978091,66.014577724650223,88.769468860045706,7.940160282458594,8.948115380274251,30.748644135327414,,8.993049438592616
147,430 W State St,275,24.825822187759073,0.382156784594757,88.598471497636353,22.384383147630309,192.306256020313413,13627.914536497419249,,895.549880675849636
148,504 S Aurora St,279,25.318489360987336,5.100787991267970,89.648578786520901,21.328012076735465,80.405827271157648,1194.006541687560912,,132.451201646792356
149,506 S Cayuga St # 2,275,26.141002273222238,4.240635549224049,88.766617979859873,21.009547661918983,75.660469334956090,922.402125554727149,,119.575857697740204
150,506 S Cayuga St Apt 1,275,26.117044244409577,4.216677520411374,88.742659951047187,21.009547661918980,75.802173671754488,923.820061452843447,,119.804947466688432
151,508 E Buffalo St,279,23.544400208046966,2.703764766846518,82.298695784122799,20.337852543639510,85.238328535313684,1113.424800910818249,,130.027106669014813
152,517 S Aurora St,278,25.817097036163826,6.253059162334440,89.060872029011662,20.973057659716915,74.615923552195753,1006.080850887102656,,120.113448965543199
153,518 Linn St,276,28.840665307225898,5.084262198077230,80.075251357165541,15.968220653550908,52.931617505142846,623.500084542810328,,83.776638669681660
154,519 E Buffalo St,280,23.725114565063791,1.526271750513461,89.465869861475852,20.408301241059696,85.050475676411168,998.693079821609558,,126.733600774771361
155,521 E State St,279,23.492245834944832,2.246804475733372,83.911068800978512,20.548853046292063,91.272006885475875,1622.568636843798231,,154.967493657019190
