OID_,O_address,FREQUENCY,MEAN_Total_PublicTransitTime,MIN_Total_PublicTransitTime,MAX_Total_PublicTransitTime,STD_Total_PublicTransitTime,MEAN_Attraction_CostNormalized,MIN_Attraction_CostNormalized,MAX_Attraction_CostNormalized,STD_Attraction_CostNormalized
88,210 Delaware Ave Apt 2,51,37.077772826813032,4.633917673102080,86.897544057933345,21.048192791118797,27.906747688697294,0.011507805092090,396.717256258810380,67.322347742112640
89,211 Columbia St,50,31.133638518970734,7.030374884476395,85.071396243650668,22.321231894453717,37.529319855171572,0.024433689191619,710.018865437717864,113.561673564018918
90,213-215 Columbia St,50,31.249664020552800,7.223750720446502,85.264772079620784,22.354819896211371,37.267030676830331,0.024318785723952,703.312025123862668,112.567204899558220
91,214 Dryden Rd,52,36.193186131087913,1.717262769771086,87.458402997225562,22.194738273416256,33.580285589908478,0.011434007090568,407.478601596393162,75.709202442349508
92,216 University Ave,51,33.832544358449873,8.812101604632547,88.036804066188736,19.561816916376142,29.283957835878031,0.011358885759281,470.028673944495040,78.228560730123888
93,217 Columbia St,50,31.355873830280355,7.475036758667152,85.237546785311267,22.308717413401762,36.941380501980973,0.024171076965866,694.783697950919304,111.300821072279902
94,218 Delaware Ave,52,37.970312462093830,3.760339066110479,89.501479293564941,22.154562047291972,28.100268077873828,0.011172999685514,387.392612538242133,66.362201212350925
95,218 Delaware Ave Apt 4,52,37.977577130751961,3.791819296962320,89.532959524416782,22.150889856130913,28.065964522623247,0.011169071203631,387.721015008201675,66.365432912334853
96,218 Pleasant St,50,30.618404296556815,5.233701933361056,84.175024072427661,22.515921268707149,40.939098523637391,0.023625822488180,812.119781293697429,127.683065158948907
97,220 Giles St,50,33.709781748585016,10.550311573031260,83.657809859470703,21.279128264932485,31.226869556731902,0.021140038708233,540.164579795168720,88.347237565330133
98,2250 N Triphammer Rd,42,59.475493269135725,8.022661322771976,87.902663327158095,23.852977741983359,18.285908058427722,0.012698812248657,168.458811356383507,38.818114828047058
99,2250 N Triphammer Rd Apt K2,42,59.475493269135725,8.022661322771976,87.902663327158095,23.852977741983359,18.285908058427722,0.012698812248657,168.458811356383507,38.818114828047058
100,226 Bryant Ave,51,37.744718164892767,4.526596685560113,86.237725760858723,21.164961206296855,27.429876624345706,0.011595853104627,377.467267771047887,64.804687028055270
101,230 Bryant Ave,52,38.046293803359283,4.188161270380603,89.929301497835070,22.123211351747887,27.686901945806191,0.011119846182994,391.903811416130907,66.481233524977341
102,232 S Geneva St,50,31.157887572103391,3.856531431664363,87.745661785045584,24.558629271980941,51.576722116675384,0.020980871276220,1161.783225507285806,175.669843195445537
103,238 Dryden Rd Unit 102,52,37.339723696082636,3.172684482851301,88.307209906285976,22.031835336194462,29.266499626535044,0.011324103672409,391.358554052168074,67.915757372926919
104,238 Dryden Rd Unit 201,52,37.339723696082636,3.172684482851301,88.307209906285976,22.031835336194462,29.266499626535044,0.011324103672409,391.358554052168074,67.915757372926919
105,238 Dryden Rd Unit 202,52,37.339723696082636,3.172684482851301,88.307209906285976,22.031835336194462,29.266499626535044,0.011324103672409,391.358554052168074,67.915757372926919
106,238 Dryden Rd Unit 302,52,37.339723696082636,3.172684482851301,88.307209906285976,22.031835336194462,29.266499626535044,0.011324103672409,391.358554052168074,67.915757372926919
107,238 Dryden Rd Unit 401,52,37.339723696082636,3.172684482851301,88.307209906285976,22.031835336194462,29.266499626535044,0.011324103672409,391.358554052168074,67.915757372926919
108,238 Dryden Rd Unit 402,52,37.339723696082636,3.172684482851301,88.307209906285976,22.031835336194462,29.266499626535044,0.011324103672409,391.358554052168074,67.915757372926919
109,238 Dryden Rd Unit G01,52,37.339723696082636,3.172684482851301,88.307209906285976,22.031835336194462,29.266499626535044,0.011324103672409,391.358554052168074,67.915757372926919
110,3 Hudson Pl,48,34.693401395747792,7.932549389240650,89.775940173229472,19.713167304131829,29.001821710937737,0.027915350407560,513.377795076626853,85.511626637677708
111,3 Hudson Pl Unit B,48,34.694580062470827,7.930781389156106,89.777708173314025,19.713415153749235,29.000252001991388,0.027916728219309,513.345433706857079,85.506573147805057
112,301 E State St,50,29.535993875753761,1.676330575507988,79.717351934682256,21.919867545288618,39.616474875157095,0.021746757362491,663.997253440591294,106.918024284451448
113,303 Wyckoff Ave,52,44.302348890358338,7.297402412952102,87.188105321314126,17.455817773273026,19.604215306578986,0.011469454420585,286.505062355628752,49.123687886653066
114,306 Bryant Ave,52,37.388393669265085,3.037828988262075,88.778969215716529,22.174552179173290,29.447983431687849,0.011263928933103,392.798383326691805,68.300979912298857
115,308 E Seneca St,50,29.217581241387744,0.817300554165495,77.780903432496601,21.605089408577633,40.843974135654278,0.021263966051765,635.409569393727679,103.980983826249528
116,308 Fairmount Ave # 308FAI,52,39.971137144601613,6.160262822242673,89.819337621239910,21.934909627336335,25.338236515297183,0.011133459970690,362.408189237630381,61.664724242984327
117,308 Stewart Ave,51,32.413129236988397,2.648354316251620,89.111196498164574,21.800916733112942,33.831081889910806,0.011221934384200,491.779459152553954,81.583055563318936
118,309 S Aurora St,50,30.067402727812414,4.321835757982982,82.362857117157233,21.993720323477213,39.659885576275649,0.023872741528954,748.892881084490682,118.782559557495247
119,311-313 S Aurora St,50,30.208347017141090,4.574603444379862,82.615624803554127,21.992499012544311,39.383709871040999,0.024017670339798,746.462452016394877,118.402700687391388
120,315-317 Hillview Pl # 315HIL,50,31.502848498392382,7.888226758115859,86.366528668464454,22.588316091789743,39.937534269363795,0.025161780807579,810.892815499959283,128.130916176780033
121,319 Hillview Pl # 319HIL,50,31.459700511700902,8.097615612779752,86.157139813800555,22.495447482910883,39.660099665768620,0.025295050219739,801.441620210709289,126.776087646173409
122,320 Blackstone Ave,45,60.643018540225803,13.232835663202673,89.684326588003955,18.739814924713468,13.137454256883165,0.014162029755924,173.538391545586421,29.348093465909187
123,320 Hillview Pl # 320HIL,50,31.480222099955220,8.001358750301662,86.253396676278655,22.537847178342968,39.785976070282757,0.025233610864567,805.758863431327086,127.394906463044052
124,324 Pleasant St,50,31.365032595527246,6.446743138569164,84.487764497743427,22.205361766567904,37.330081483801322,0.023452537556623,709.554387640736650,112.882059797136307
125,324 Spencer Rd,46,37.158388075250393,6.631999676147768,82.256277975887627,18.175770579642744,43.929488523521734,0.012554567251348,735.853763442668310,142.686507203693054
126,327 W Seneca St,50,31.119803873146481,5.437392633657797,85.505077570260539,24.812454475215930,51.448088072079791,0.018456895730035,1002.924493985470690,155.924448278035868
127,327 W Seneca St Apt 102,50,31.118979558761307,5.439968616111472,85.502501587806861,24.811368966895238,51.441453157083799,0.018457773298213,1002.744565764318168,155.897771902833853
128,327 W Seneca St Apt 203,50,31.118979558761307,5.439968616111472,85.502501587806861,24.811368966895238,51.441453157083799,0.018457773298213,1002.744565764318168,155.897771902833853
129,327 W Seneca St Apt 204,50,31.118979558761307,5.439968616111472,85.502501587806861,24.811368966895238,51.441453157083799,0.018457773298213,1002.744565764318168,155.897771902833853
130,327 W Seneca St Apt 303,50,31.118979558761307,5.439968616111472,85.502501587806861,24.811368966895238,51.441453157083799,0.018457773298213,1002.744565764318168,155.897771902833853
131,327 W Seneca St Apt 304,50,31.118979558761307,5.439968616111472,85.502501587806861,24.811368966895238,51.441453157083799,0.018457773298213,1002.744565764318168,155.897771902833853
132,37 Uptown Rd Apt 16D,43,63.760225566769442,4.898713395252695,89.898268572487794,24.116053981297625,17.554853618442099,0.011709209978820,207.605531890387113,42.345247657395319
133,372 Troy Rd Unit 2,28,72.853709999521840,45.418920819376893,88.180465186644341,14.218981397873527,8.832528514177302,0.022017255847554,165.433425181287788,31.495499765696547
134,402 Esty St,50,33.479295107690128,4.567791689154422,82.259842483935969,23.622253668793231,51.183698958943936,0.017049665618830,913.918282263208994,149.908608533959750
135,404 University Ave,51,34.686870427280937,9.603497895350143,85.483631247667489,18.817158921854595,27.814864803661290,0.011698146012337,433.866193846267777,73.160779425165217
136,405-409 S Aurora St,50,30.688633675634108,5.473282218307715,83.514303577481982,22.086113787305283,38.813374532534624,0.024000471409990,745.309547726825599,118.134914319603524
137,409 College Ave,52,35.709293177082550,0.342321124784217,87.421412539304043,21.916870531523927,41.041378884808069,0.011438845140490,466.813142486401148,96.755275252900830
138,410 S Aurora St,50,30.558703105396457,5.644960925718109,83.685982284892376,22.098350056347623,38.718366154856000,0.024651395931412,738.744390272837791,117.492982561304146
139,411 N Geneva St Apt 2,50,31.480447785436517,4.699075860241370,79.489265835809718,22.643802076513165,42.548146347758163,0.018078042164426,688.872375379116420,116.475868431350847
140,416 Hudson St # 416HUD,50,31.878799513367923,8.565189932661315,85.118775026716420,21.984287400432159,35.765565763256816,0.024044809749956,670.933690160701872,107.729323673129272
141,419 Triphammer Rd,52,48.480456715355892,10.446774096699562,89.380892986996315,19.103562221776134,18.194782696751425,0.011188073497380,253.499970728659122,43.927832661486903
142,425 Troy Rd,23,75.921963524457865,50.883643064229545,89.359076703270816,14.276189431853044,2.929651011606644,0.019652521901017,34.797499860536135,7.184581489089284
143,426 E Buffalo St,50,31.057756064918376,4.924269867947293,77.618890787239138,21.348196204985154,34.836376196749733,0.019556121079087,537.913808548741713,88.955053611013540
144,426 Eddy St,52,34.837493308207513,0.141254739946383,89.739140539058440,23.171229166683982,60.356144459720475,0.011143409598009,1430.748448347381782,208.665825611220924
145,429-431 N Tioga St,50,31.018315901353276,5.460519719962004,74.580926768235074,20.479519878666956,36.456111165912937,0.019213756680033,557.528552459997400,95.485270759187557
146,43 Fiddlers Rdg,3,80.031055588967774,69.502339051155474,87.865956093340330,9.473546924701376,2.609571464297161,0.287760099487868,6.650962270589592,3.512876393962222
147,430 W State St,50,32.008420255141772,2.471781083058880,88.598471497636353,25.647220350046290,60.498978928693866,0.018496078006033,1289.278880637026305,196.100334213403215
148,504 S Aurora St,50,30.830183743645254,6.526664688538373,84.567686047712627,22.189955568689690,38.394809484525837,0.025199104220947,736.298089054305137,117.433114140250950
149,506 S Cayuga St # 2,50,32.364037065273386,5.852540660309714,88.766617979859873,23.718230214920691,43.603272740772084,0.022684450115550,922.402125554727149,144.453413726970126
150,506 S Cayuga St Apt 1,50,32.340079036460708,5.828582631497039,88.742659951047187,23.718230214920702,43.660621899129374,0.022696785244316,923.820061452843447,144.658674638713222
151,508 E Buffalo St,50,30.826542817577444,4.715947106270697,76.459480028821446,21.065185610908078,34.902499257486795,0.019550390835503,530.272390772149492,87.834939942066171
152,517 S Aurora St,50,31.367245649687913,7.678935859604843,85.719957218779101,22.289773055667350,38.496748805063859,0.025577904905733,759.112991301058628,120.666171131867003
153,518 Linn St,51,36.381962690298089,12.296311506090106,87.565472707423794,18.760161597870731,28.561070924332647,0.011420026285260,442.626888502700126,77.393368156603344
154,519 E Buffalo St,50,30.828638746958731,3.358553842953290,75.120312493454449,20.814520138128017,35.070030940716890,0.019264167916606,515.834429270665510,85.731857458020656
155,521 E State St,50,30.623934643258526,6.025276611324827,78.071853045677159,21.223523419715320,35.330221215373072,0.020377357416555,574.167934597666658,93.481048643374876
156,522 Stewart Ave,51,33.987824934559654,3.797555145643102,85.783596470446895,20.412326992667602,29.227845396041385,0.011657240325014,441.609681398648604,73.169282739827636
