"placeId","cid","title","street","city","state","categoryName","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","temporarilyClosed","reviewsCount","price","imagesCount","isAdvertisement","description","permanentlyClosed","url","rank","totalScore","location/lat","location/lng"
"ChIJWT-IR4OB0IkRgjh-r-Bd8HQ","8426338122408540290","Teagle Up Fitness Center","512 Campus Rd","Ithaca","New York","Fitness centre","Monday","7 AM to 10:45 PM","Tuesday","7 AM to 10:45 PM","Wednesday","7 AM to 10:45 PM","Thursday","7 AM to 10:45 PM","Friday","7 AM to 10:45 PM","Saturday","12 to 5:30 PM","Sunday","12 to 5:30 PM","false","0",,"6","false",,"false","https://www.google.com/maps/place/Teagle+Up+Fitness+Center/@42.4458121,-76.4790825,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0818347883f59:0x74f05de0af7e3882!8m2!3d42.4458121!4d-76.4790825!16s%2Fg%2F11k9nxsfdv?hl=en&entry=ttu","90",,"42.4458121","-76.4790825"
"ChIJj6PIipyB0IkR-WDsdFgfBqw","12395629489163100409","Littlefield Personal Training","401 E State St G1","Ithaca","New York","Personal trainer","Monday","8 AM to 5 PM","Tuesday","8 AM to 5 PM","Wednesday","8 AM to 5 PM","Thursday","8 AM to 5 PM","Friday","8 AM to 5 PM","Saturday","8 to 11 AM","Sunday","Closed","false","4",,"12","false",,"false","https://www.google.com/maps/place/Littlefield+Personal+Training/@42.4390437,-76.4933573,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0819c8ac8a38f:0xac061f5874ec60f9!8m2!3d42.4390437!4d-76.4933573!16s%2Fg%2F1tscp_c3?hl=en&entry=ttu","85","5","42.4390437","-76.4933573"
"ChIJNYjkYhqB0IkRLh5DSWbWRWM","7153359317952044590","Cayuga Waterfront Outdoor Gym","Cass Park Park and Walk, Park Rd","Ithaca","New York","Gym",,,,,,,,,,,,,,,"false","0",,"1","false",,"false","https://www.google.com/maps/place/Cayuga+Waterfront+Outdoor+Gym/@42.443383,-76.5143614,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0811a62e48835:0x6345d66649431e2e!8m2!3d42.443383!4d-76.5143614!16s%2Fg%2F11l9g2_vyx?hl=en&entry=ttu","84",,"42.443383","-76.5143614"
"ChIJr-o26OGB0IkRRJ0hwPqVRpI","10540276882105015620","Crunch Fitness - Ithaca","131 Fairgrounds Memorial Pkwy","Ithaca","New York","Gym",,,,,,,,,,,,,,,"false","0",,"14","false",,"false","https://www.google.com/maps/place/Crunch+Fitness+-+Ithaca/@42.4292116,-76.5138551,17z/data=!3m1!4b1!4m6!3m5!1s0x89d081e1e836eaaf:0x924695fac0219d44!8m2!3d42.4292116!4d-76.5138551!16s%2Fg%2F11ty4jxyk9?hl=en&entry=ttu","83",,"42.4292116","-76.5138551"
"ChIJkZ9HV7OD0IkRCBW32PTHeUU","5006252315220841736","Toni Morrison Fitness Center","18 Sisson Pl","Ithaca","New York","Fitness centre","Monday","2 to 11 PM","Tuesday","2 to 11 PM","Wednesday","2 to 11 PM","Thursday","2 to 11 PM","Friday","2 to 11 PM","Saturday","12 to 10 PM","Sunday","12 to 10 PM","false","1",,"17","false",,"false","https://www.google.com/maps/place/Toni+Morrison+Fitness+Center/@42.4556749,-76.4788403,17z/data=!3m1!4b1!4m6!3m5!1s0x89d083b357479f91:0x4579c7f4d8b71508!8m2!3d42.4556749!4d-76.4788403!16s%2Fg%2F11t5rc1z0n?hl=en&entry=ttu","71","5","42.4556749","-76.4788403"
"ChIJlVJTXRqB0IkRjGYqQVbDsLo","13452466862183573132","Finger Lakes Gymnastics Center","215 Commercial Ave","Ithaca","New York","Gymnastics academy","Monday","2:30 to 6:30 PM","Tuesday","2:30 to 6:30 PM","Wednesday","2:30 to 6:30 PM","Thursday","2:30 to 6:30 PM","Friday","2:30 to 6:30 PM","Saturday","8:30 AM to 12:30 PM","Sunday","Closed","false","18",,"6","false",,"false","https://www.google.com/maps/place/Finger+Lakes+Gymnastics+Center/@42.423678,-76.5177509,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0811a5d535295:0xbab0c356412a668c!8m2!3d42.423678!4d-76.5177509!16s%2Fg%2F12cp5f9dw?hl=en&entry=ttu","68","3.4","42.423678","-76.5177509"
"ChIJuxvEPSqC0IkRJcI2Bi5grdk","15685298827990319653","The Pilates Room & Antigravity Studio","1201 N Tioga St","Ithaca","New York","Pilates studio","Monday","8:30 AM to 7:30 PM","Tuesday","9 AM to 7:30 PM","Wednesday","8:30 AM to 7:30 PM","Thursday","9 AM to 7:30 PM","Friday","8:30 AM to 7:30 PM","Saturday","10 AM to 12 PM","Sunday","Closed","false","7",,"14","false","Pilates, TRX & barre group classes are the draw at this open, airy studio with a laid-back ambiance.","false","https://www.google.com/maps/place/The+Pilates+Room+%26+Antigravity+Studio/@42.4533174,-76.4974642,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0822a3dc41bbb:0xd9ad602e0636c225!8m2!3d42.4533174!4d-76.4974642!16s%2Fg%2F12vrl6pkw?hl=en&entry=ttu","67","5","42.4533174","-76.4974642"
"ChIJg02Xhd2P0IkRfLo3Ycujdm0","7887671891290733180","Independent Fitness",,"Trumansburg","New York","Gym",,,,,,,,,,,,,,,"true","0",,"1","false",,"false","https://www.google.com/maps/place/Independent+Fitness/@42.5418129,-76.6648661,17z/data=!3m1!4b1!4m6!3m5!1s0x89d08fdd85974d83:0x6d76a3cb6137ba7c!8m2!3d42.5418129!4d-76.6648661!16s%2Fg%2F11c6pk_yql?hl=en&entry=ttu","69",,"42.5418129","-76.6648661"
"ChIJfTwd14CB0IkRANb-jHScOz0","4412292284335183360","Corazon Martial Arts LLC","624 W Green St","Ithaca","New York","Martial arts school","Monday","10 AM to 9 PM","Tuesday","10 AM to 9 PM","Wednesday","10 AM to 9 PM","Thursday","10 AM to 9 PM","Friday","10 AM to 9 PM","Saturday","10 AM to 3 PM","Sunday","Closed","false","35",,"41","false",,"false","https://www.google.com/maps/place/Corazon+Martial+Arts+LLC/@42.4386681,-76.5078566,17z/data=!3m1!4b1!4m6!3m5!1s0x89d08180d71d3c7d:0x3d3b9c748cfed600!8m2!3d42.4386681!4d-76.5078566!16s%2Fg%2F11qgfgh9_v?hl=en&entry=ttu","66","5","42.4386681","-76.5078566"
"ChIJ3ai2d1mC0IkRdNTnaxDr9iU","2735632279436514420","Jazzercise Ithaca Fitness Center","15 Catherwood Rd","Ithaca","New York","Gym",,,,,,,,,,,,,,,"true","5",,,"false",,"false","https://www.google.com/maps/place/Jazzercise+Ithaca+Fitness+Center/@42.4844404,-76.4878551,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0825977b6a8dd:0x25f6eb106be7d474!8m2!3d42.4844404!4d-76.4878551!16s%2Fg%2F11cmk53mmy?hl=en&entry=ttu","64","4.8","42.4844404","-76.4878551"
"ChIJJyRehTZ_2okRA7vcu-SYI_Y","17736187865686915843","B Strong Fitness LLC",,,,"Physical Fitness Programme","Monday","9 AM to 5 PM","Tuesday","9 PM to 12 AM","Wednesday","12 AM to 7 PM","Thursday","7 AM to 5 PM","Friday","9 AM to 5 PM","Saturday","8 AM to 12 PM","Sunday","Closed","false","9",,,"false",,"false","https://www.google.com/maps/place/B+Strong+Fitness+LLC/@54.5512799,-4.4737716,5z/data=!3m1!4b1!4m3!3m2!1s0x89da7f36855e2427:0xf62398e4bbdcbb03!16s%2Fg%2F11r9gz_b0k?hl=en&entry=ttu","62","5",,
"ChIJd_MgIxOB0IkRIUIt1HSV93k","8788657526845293089","BLACK IRISH BOXING","706 W Buffalo St","Ithaca","New York","Boxing Gym",,,,,,,,,,,,,,,"false","6",,"15","false",,"false","https://www.google.com/maps/place/BLACK+IRISH+BOXING/@42.4413168,-76.511598,17z/data=!3m1!4b1!4m6!3m5!1s0x89d081132320f377:0x79f79574d42d4221!8m2!3d42.4413168!4d-76.511598!16s%2Fg%2F11c2nqvlfp?hl=en&entry=ttu","59","5","42.4413168","-76.511598"
"ChIJZTjCQmmP0IkR9DSRlQCyQSc","2828737756544447732","Peak Performance Fitness Consultants","61 W Main St","Trumansburg","New York","Gym","Monday","7 AM to 5:30 PM","Tuesday","7:30 AM to 3 PM","Wednesday","7:30 AM to 5 PM","Thursday","7:30 AM to 5 PM","Friday","7 AM to 5:30 PM","Saturday","Closed","Sunday","Closed","false","0",,"2","false",,"false","https://www.google.com/maps/place/Peak+Performance+Fitness+Consultants/@42.5416509,-76.6639667,17z/data=!3m1!4b1!4m6!3m5!1s0x89d08f6942c23865:0x2741b200959134f4!8m2!3d42.5416509!4d-76.6639667!16s%2Fg%2F11swpjk9l2?hl=en&entry=ttu","58",,"42.5416509","-76.6639667"
"ChIJe64TxcWf0IkRdjoPLDQSSXY","8523363785062169206","Finger Lakes Xtreme Fitness, LLC","150 Breed Rd","Locke","New York","Personal trainer","Monday","5 AM to 9 PM","Tuesday","5 AM to 9 PM","Wednesday","5 AM to 9 PM","Thursday","5 AM to 9 PM","Friday","5 AM to 9 PM","Saturday","5 AM to 9 PM","Sunday","5 AM to 9 PM","false","4",,"3","false",,"false","https://www.google.com/maps/place/Finger+Lakes+Xtreme+Fitness,+LLC/@42.614441,-76.479156,17z/data=!3m1!4b1!4m6!3m5!1s0x89d09fc5c513ae7b:0x764912342c0f3a76!8m2!3d42.614441!4d-76.479156!16s%2Fg%2F11p40stlrg?hl=en&entry=ttu","55","5","42.614441","-76.479156"
"ChIJ2dl4GiWD0IkRTMR8YDZBNkk","5275475715313943628","Helen Newman Fitness Center","163 Cradit Farm Dr","Ithaca","New York","Fitness centre","Monday","6 AM to 9 PM","Tuesday","6 AM to 9 PM","Wednesday","6 AM to 9 PM","Thursday","6 AM to 9 PM","Friday","6 AM to 9 PM","Saturday","10 AM to 8 PM","Sunday","10 AM to 8 PM","false","2",,"9","false",,"false","https://www.google.com/maps/place/Helen+Newman+Fitness+Center/@42.4529515,-76.477352,17z/data=!3m1!4b1!4m6!3m5!1s0x89d083251a78d9d9:0x49364136607cc44c!8m2!3d42.4529515!4d-76.477352!16s%2Fg%2F11t455fm8z?hl=en&entry=ttu","53","4","42.4529515","-76.477352"
"ChIJBQl00x6C0IkRwTROcs6HAYI","9367918020658083009","Appel Fitness Center","Appel Commons, 186 Cradit Farm Dr","Ithaca","New York","Gym",,,,,,,,,,,,,,,"true","9",,"3","false",,"false","https://www.google.com/maps/place/Appel+Fitness+Center/@42.453583,-76.476119,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0821ed3740905:0x820187ce724e34c1!8m2!3d42.453583!4d-76.476119!16s%2Fg%2F11csbr147d?hl=en&entry=ttu","48","4.4","42.453583","-76.476119"
"ChIJGbm3FtmB0IkR-VscAH2nejU","3853576586483489785","Strong Start Wellness LLC","323 Pine Tree Rd","Ithaca","New York","Personal trainer","Monday","6 to 9:45 AM, 5:30 to 7:45 PM","Tuesday","6 to 9:45 AM, 5:30 to 7:45 PM","Wednesday","6 to 9:45 AM, 5:30 to 7:45 PM","Thursday","6 to 9:45 AM, 5:30 to 7:45 PM","Friday","6 to 9:45 AM, 5:30 to 7:45 PM","Saturday","Closed","Sunday","Closed","false","7",,"1","false",,"false","https://www.google.com/maps/place/Strong+Start+Wellness+LLC/@42.4377788,-76.4637914,17z/data=!3m1!4b1!4m6!3m5!1s0x89d081d916b7b919:0x357aa77d001c5bf9!8m2!3d42.4377788!4d-76.4637914!16s%2Fg%2F1q6jcmdq4?hl=en&entry=ttu","47","5","42.4377788","-76.4637914"
"ChIJkwFjIXaB0IkR6x2HgYhmeb4","13725114075862998507","Centerline Martial Arts","335 Elmira Rd","Ithaca","New York","Martial arts school","Monday","4:30 to 7:30 PM","Tuesday","3:30 to 7:30 PM","Wednesday","4:30 to 7:30 PM","Thursday","3:30 to 7:30 PM","Friday","4:30 to 5:30 PM","Saturday","9 AM to 1 PM","Sunday","Closed","false","46",,"38","false",,"false","https://www.google.com/maps/place/Centerline+Martial+Arts/@42.4254552,-76.5123156,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0817621630193:0xbe79668881871deb!8m2!3d42.4254552!4d-76.5123156!16s%2Fg%2F12hkb8tt1?hl=en&entry=ttu","51","5","42.4254552","-76.5123156"
"ChIJDeVAtPF42okRDDAnwwGjQ8w","14718787235141333004","Valor Strength & Conditioning","55 Hall Rd","Ithaca","New York","Gym",,,,,,,,,,,,,,,"true","24",,"9","false",,"false","https://www.google.com/maps/place/Valor+Strength+%26+Conditioning/@42.4719842,-76.4093585,17z/data=!3m1!4b1!4m6!3m5!1s0x89da78f1b440e50d:0xcc43a301c327300c!8m2!3d42.4719842!4d-76.4093585!16s%2Fg%2F11b73t19mv?hl=en&entry=ttu","45","4.8","42.4719842","-76.4093585"
"ChIJ12L1NFuC0IkRl1540ZyNkB8","2274473516490841751","Wright Fitness & Cycling","2255 N Triphammer Rd","Ithaca","New York","Gym",,,,,,,,,,,,,,,"false","6",,"2","false",,"false","https://www.google.com/maps/place/Wright+Fitness+%26+Cycling/@42.4802666,-76.4815749,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0825b34f562d7:0x1f908d9cd1785e97!8m2!3d42.4802666!4d-76.4815749!16s%2Fg%2F11byttmns5?hl=en&entry=ttu","42","5","42.4802666","-76.4815749"
"ChIJOVXyJI-B0IkRRzNb3eRXB5Q","10666590882928210759","Coach Hanshaw Personal Training","323 Pine Tree Rd","Ithaca","New York","Personal trainer","Monday","6 AM to 6:30 PM","Tuesday","6 AM to 6:30 PM","Wednesday","6 AM to 6:30 PM","Thursday","6 AM to 6:30 PM","Friday","6 AM to 5:30 PM","Saturday","6 to 10 AM","Sunday","Closed","false","38",,"9","false",,"false","https://www.google.com/maps/place/Coach+Hanshaw+Personal+Training/@42.4377788,-76.4637914,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0818f24f25539:0x940757e4dd5b3347!8m2!3d42.4377788!4d-76.4637914!16s%2Fg%2F11rmv922jq?hl=en&entry=ttu","44","5","42.4377788","-76.4637914"
"ChIJc5eVjieD0IkRlhcz2KxRyxQ","1498381103834273686","East Shore Gym 24/7","1767 E Shore Dr","Ithaca","New York","Gym","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","15",,"11","false",,"false","https://www.google.com/maps/place/East+Shore+Gym+24%2F7/@42.5178419,-76.5037633,17z/data=!3m1!4b1!4m6!3m5!1s0x89d083278e959773:0x14cb51acd8331796!8m2!3d42.5178419!4d-76.5037633!16s%2Fg%2F11cs4gqkbl?hl=en&entry=ttu","30","3.5","42.5178419","-76.5037633"
"ChIJF1yDf6t22okRP6pPAcZlBNQ","15277447737047493183","Groton Fitness Center","106 W South St","Groton","New York","Gym","Monday","5 AM to 9 PM","Tuesday","5 AM to 9 PM","Wednesday","5 AM to 9 PM","Thursday","5 AM to 9 PM","Friday","5 AM to 9 PM","Saturday","5 AM to 9 PM","Sunday","5 AM to 9 PM","false","14",,"13","false",,"false","https://www.google.com/maps/place/Groton+Fitness+Center/@42.5851936,-76.3666076,17z/data=!3m1!4b1!4m6!3m5!1s0x89da76ab7f835c17:0xd40465c6014faa3f!8m2!3d42.5851936!4d-76.3666076!16s%2Fg%2F1tgzcbdd?hl=en&entry=ttu","24","4.6","42.5851936","-76.3666076"
"ChIJ7SNmjtWD0IkRJ7-tpUbvO-s","16950404709245370151","INFINITY ITHACA","730 Willow Ave","Ithaca","New York","Personal trainer",,,,,,,,,,,,,,,"false","50",,"29","false",,"false","https://www.google.com/maps/place/INFINITY+ITHACA/@42.4530043,-76.5064816,17z/data=!3m1!4b1!4m6!3m5!1s0x89d083d58e6623ed:0xeb3bef46a5adbf27!8m2!3d42.4530043!4d-76.5064816!16s%2Fg%2F11cn9m6d74?hl=en&entry=ttu","17","5","42.4530043","-76.5064816"
"ChIJP8ia34iB0IkRGLJ2Id0cxkM","4883622582004658712","Noyes Fitness Center","306 West Ave","Ithaca","New York","Fitness center","Monday","7 AM to 11 PM","Tuesday","7 AM to 11 PM","Wednesday","7 AM to 11 PM","Thursday","7 AM to 11 PM","Friday","7 AM to 11 PM","Saturday","2 to 10 PM","Sunday","2 to 10 PM","false","52",,"23","false",,"false","https://www.google.com/maps/place/Noyes+Fitness+Center/@42.446447,-76.487996,17z/data=!3m1!4b1!4m6!3m5!1s0x89d08188df9ac83f:0x43c61cdd2176b218!8m2!3d42.446447!4d-76.487996!16s%2Fg%2F1ptwp_cjd?hl=en&entry=ttu","15","3.9","42.446447","-76.487996"
"ChIJXyEM8rWB0IkRvnul2bbRv40","10214113063165328318","CrossFit Vertical","201 E Tompkins St","Ithaca","New York","Fitness center","Monday","6 to 9:30 AM, 12 to 1 PM, 4 to 7 PM","Tuesday","6 AM to 2 PM, 3 to 7 PM","Wednesday","6 to 9:30 AM, 12 to 1 PM, 4 to 7 PM","Thursday","6 to 7 AM, 10:15 AM to 7 PM","Friday","6 to 9:30 AM, 12 to 1 PM, 4 to 7 PM","Saturday","8 to 11 AM","Sunday","9 AM to 12 PM","false","29",,"14","false",,"false","https://www.google.com/maps/place/CrossFit+Vertical/@42.4482571,-76.4980794,17z/data=!3m1!4b1!4m6!3m5!1s0x89d081b5f20c215f:0x8dbfd1b6d9a57bbe!8m2!3d42.4482571!4d-76.4980794!16s%2Fg%2F11rrj99p7c?hl=en&entry=ttu","14","5","42.4482571","-76.4980794"
"ChIJZZ9dNQuB0IkRIwpxDWSjCe8","17224477899972741667","Performance-Rx","241 Cherry St","Ithaca","New York","Personal trainer","Monday","6 AM to 7 PM","Tuesday","6 AM to 7 PM","Wednesday","6 AM to 7 PM","Thursday","6 AM to 7 PM","Friday","6 AM to 7 PM","Saturday","8 AM to 12 PM","Sunday","Closed","false","67",,"61","false",,"false","https://www.google.com/maps/place/Performance-Rx/@42.4336139,-76.5170739,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0810b355d9f65:0xef09a3640d710a23!8m2!3d42.4336139!4d-76.5170739!16s%2Fg%2F11qyw94b2s?hl=en&entry=ttu","13","5","42.4336139","-76.5170739"
"ChIJV9wiuvSB0IkRvtOpqotWN0I","4771377488086029246","Teagle Down Fitness Center","512 Campus Rd","Ithaca","New York","Fitness center","Monday","7 to 8:30 AM, 10 AM to 10:45 PM","Tuesday","7 to 8:30 AM, 10 AM to 10:45 PM","Wednesday","7:30 to 8:30 AM, 10 AM to 10:45 PM","Thursday","7 to 8:30 AM, 10 AM to 10:45 PM","Friday","7 to 8:30 AM, 10 AM to 10:45 PM","Saturday","12 to 5:30 PM","Sunday","12 to 5:30 PM","false","45",,"23","false",,"false","https://www.google.com/maps/place/Teagle+Down+Fitness+Center/@42.4458121,-76.4790825,17z/data=!3m1!4b1!4m6!3m5!1s0x89d081f4ba22dc57:0x4237568baaa9d3be!8m2!3d42.4458121!4d-76.4790825!16s%2Fg%2F11clvj0yj4?hl=en&entry=ttu","12","4.2","42.4458121","-76.4790825"
"ChIJp3rm5T-C0IkRAddmzsWqx-c","16701505509674899201","Island Health & Fitness at Community Corners","409 E Upland Rd Suite 105","Ithaca","New York","Gym","Monday","5:30 AM to 9:30 PM","Tuesday","5:30 AM to 9:30 PM","Wednesday","5:30 AM to 9:30 PM","Thursday","5:30 AM to 9:30 PM","Friday","5:30 AM to 9:30 PM","Saturday","7 AM to 6 PM","Sunday","8 AM to 6 PM","false","27",,"30","false",,"false","https://www.google.com/maps/place/Island+Health+%26+Fitness+at+Community+Corners/@42.4686012,-76.4800323,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0823fe5e67aa7:0xe7c7aac5ce66d701!8m2!3d42.4686012!4d-76.4800323!16s%2Fg%2F1hc2h77jv?hl=en&entry=ttu","11","4.1","42.4686012","-76.4800323"
"ChIJAc7KPqWB0IkRdXAedMlxP0E","4701601646048604277","Ithaca College Fitness Center",,"Ithaca","New York","Fitness center","Monday","7 AM to 11 PM","Tuesday","7 AM to 11 PM","Wednesday","7 AM to 11 PM","Thursday","7 AM to 11 PM","Friday","7 AM to 8 PM","Saturday","11 AM to 7 PM","Sunday","11 AM to 11 PM","false","24",,"6","false",,"false","https://www.google.com/maps/place/Ithaca+College+Fitness+Center/@42.4225932,-76.4923713,17z/data=!3m1!4b1!4m6!3m5!1s0x89d081a53ecace01:0x413f71c9741e7075!8m2!3d42.4225932!4d-76.4923713!16s%2Fg%2F11b67ng0fg?hl=en&entry=ttu","10","4.6","42.4225932","-76.4923713"
"ChIJ_ykrfpyB0IkR13zbMhdf8c4","14911804394442554583","Finger Lakes Fitness Center Inc","171 E State St","Ithaca","New York","Gym","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","18",,"8","false",,"false","https://www.google.com/maps/place/Finger+Lakes+Fitness+Center+Inc/@42.4393319,-76.4969664,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0819c7e2b29ff:0xcef15f1732db7cd7!8m2!3d42.4393319!4d-76.4969664!16s%2Fg%2F1wg5y_7y?hl=en&entry=ttu","9","4.7","42.4393319","-76.4969664"
"ChIJ9723e1mC0IkRdkG8Hy-PQpE","10467085916521120118","Journey Fitness Coaching Ithaca","15 Catherwood Rd","Ithaca","New York","Fitness center","Monday","5 AM to 7 PM","Tuesday","5 AM to 6 PM","Wednesday","5 AM to 7 PM","Thursday","5 AM to 6 PM","Friday","5 AM to 7 PM","Saturday","8 to 10 AM","Sunday","Closed","false","50",,"4","false",,"false","https://www.google.com/maps/place/Journey+Fitness+Coaching+Ithaca/@42.4844523,-76.4876408,17z/data=!3m1!4b1!4m6!3m5!1s0x89d082597bb7bdf7:0x91428f2f1fbc4176!8m2!3d42.4844523!4d-76.4876408!16s%2Fg%2F11bwndbyxp?hl=en&entry=ttu","8","5","42.4844523","-76.4876408"
"ChIJi-iqfeeP0IkRKbPzLxPraGs","7739694427277603625","T-Fit Fitness","61 W Main St","Trumansburg","New York","Gym","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","16",,"4","false",,"false","https://www.google.com/maps/place/T-Fit+Fitness/@42.5416881,-76.6644753,17z/data=!3m1!4b1!4m6!3m5!1s0x89d08fe77daae88b:0x6b68eb132ff3b329!8m2!3d42.5416881!4d-76.6644753!16s%2Fg%2F11c1n3mst3?hl=en&entry=ttu","7","3.4","42.5416881","-76.6644753"
"ChIJKaOTClqC0IkRDuoGk4-3VOo","16885322730193742350","Planet Fitness","2309 N Triphammer Rd","Ithaca","New York","Gym","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","12 AM to 9 PM","Saturday","7 AM to 7 PM","Sunday","7 AM to 7 PM","false","288",,"68","false",,"false","https://www.google.com/maps/place/Planet+Fitness/@42.4832978,-76.4813372,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0825a0a93a329:0xea54b78f9306ea0e!8m2!3d42.4832978!4d-76.4813372!16s%2Fg%2F1tfgqch3?hl=en&entry=ttu","6","4","42.4832978","-76.4813372"
"ChIJWcdtx3CB0IkRCuSvBrKS0xw","2077165146461955082","Pallas Fitness","241 Cherry St","Ithaca","New York","Gym","Monday","6 AM to 1:30 PM, 3:30 to 7:30 PM","Tuesday","6 AM to 1:30 PM, 3:30 to 7:30 PM","Wednesday","6 AM to 1:30 PM, 3:30 to 7:30 PM","Thursday","6 to 11 AM, 4 to 7:30 PM","Friday","6 AM to 1:30 PM, 3:30 to 6:30 PM","Saturday","9 AM to 12 PM","Sunday","Closed","false","44",,"43","false",,"false","https://www.google.com/maps/place/Pallas+Fitness/@42.4336061,-76.517114,17z/data=!3m1!4b1!4m6!3m5!1s0x89d08170c76dc759:0x1cd392b206afe40a!8m2!3d42.4336061!4d-76.517114!16s%2Fg%2F1hf36hv9y?hl=en&entry=ttu","5","5","42.4336061","-76.517114"
"ChIJLxcI2OSB0IkRADqGZ3mUvvE","17419523657864460800","The Gym Ithaca","323 Pine Tree Rd","Ithaca","New York","Gym","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","51",,"10","false",,"false","https://www.google.com/maps/place/The+Gym+Ithaca/@42.4376732,-76.4636347,17z/data=!3m1!4b1!4m6!3m5!1s0x89d081e4d808172f:0xf1be947967863a00!8m2!3d42.4376732!4d-76.4636347!16s%2Fg%2F1thsbb8_?hl=en&entry=ttu","4","4.7","42.4376732","-76.4636347"
"ChIJZwzbIKKB0IkRQ3_n8gQ7dlE","5869944056765185859","The Gym","950 Danby Rd","Ithaca","New York","Gym","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","43",,"6","false",,"false","https://www.google.com/maps/place/The+Gym/@42.4234313,-76.501254,17z/data=!3m1!4b1!4m6!3m5!1s0x89d081a220db0c67:0x51763b04f2e77f43!8m2!3d42.4234313!4d-76.501254!16s%2Fg%2F11cn5r8vxh?hl=en&entry=ttu","3","4.5","42.4234313","-76.501254"
"ChIJ83-rWnSB0IkRdNB2qq6BHO4","17157731267558953076","FLX Fitclub","798 Cascadilla St","Ithaca","New York","Gym","Monday","6 to 10 AM, 4:30 to 7 PM","Tuesday","6 to 10 AM, 4:30 to 7 PM","Wednesday","6 to 10 AM, 4:30 to 7:30 PM","Thursday","6 to 10 AM, 4:30 to 7 PM","Friday","6 to 11:30 AM, 4:30 to 7 PM","Saturday","9 to 11:30 AM","Sunday","9 AM to 12:30 PM","false","43",,"16","false",,"false","https://www.google.com/maps/place/FLX+Fitclub/@42.4454216,-76.5107995,17z/data=!3m1!4b1!4m6!3m5!1s0x89d081745aab7ff3:0xee1c81aeaa76d074!8m2!3d42.4454216!4d-76.5107995!16s%2Fg%2F11dd_nrmyj?hl=en&entry=ttu","2","5","42.4454216","-76.5107995"
"ChIJD0uFMHCB0IkRGSlArKkvl3Y","8545351223744669977","Island Health & Fitness","310 Taughannock Blvd #1","Ithaca","New York","Gym","Monday","5:30 AM to 9:30 PM","Tuesday","5:30 AM to 9:30 PM","Wednesday","5:30 AM to 9:30 PM","Thursday","5:30 AM to 9:30 PM","Friday","5:30 AM to 9:30 PM","Saturday","7 AM to 7 PM","Sunday","7 AM to 7 PM","false","243",,"85","false",,"false","https://www.google.com/maps/place/Island+Health+%26+Fitness/@42.4422874,-76.5135414,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0817030854b0f:0x76972fa9ac402919!8m2!3d42.4422874!4d-76.5135414!16s%2Fg%2F1tfstvyz?hl=en&entry=ttu","1","4.3","42.4422874","-76.5135414"
