"address/locality","address/postalCode","address/region","address/street","baths","baths_3qtr","baths_full","baths_half","baths_max","baths_min","baths_partial_calc","baths_total","beds","beds_max","beds_min","construction","cooling","coordinates/latitude","coordinates/longitude","details/0/category","details/0/parent_category","details/0/text/0","details/0/text/1","details/0/text/2","details/0/text/3","details/0/text/4","details/0/text/5","details/0/text/6","details/0/text/7","details/0/text/8","details/0/text/9","details/0/text/10","details/0/text/11","details/0/text/12","details/0/text/13","details/0/text/14","details/0/text/15","details/0/text/16","details/0/text/17","details/0/text/18","details/0/text/19","details/0/text/20","details/0/text/21","details/0/text/22","details/0/text/23","details/0/text/25","details/0/text/26","details/0/text/27","details/0/text/28","details/0/text/29","details/0/text/30","details/0/text/31","details/0/text/33","details/0/text/34","details/1/category","details/1/parent_category","details/1/text/0","details/1/text/1","details/1/text/2","details/1/text/3","details/1/text/4","details/1/text/5","details/1/text/6","details/2/category","details/2/parent_category","details/2/text/0","details/2/text/1","details/3/category","details/3/parent_category","details/3/text/0","details/3/text/1","details/3/text/2","details/3/text/3","details/3/text/4","details/3/text/5","details/4/category","details/4/parent_category","details/4/text/0","details/4/text/1","details/4/text/2","details/4/text/3","details/4/text/4","details/4/text/5","details/5/category","details/5/parent_category","details/5/text/0","details/5/text/1","details/5/text/2","details/5/text/3","details/5/text/4","details/6/category","details/6/parent_category","details/6/text/0","details/6/text/1","details/6/text/2","details/6/text/3","details/7/category","details/7/parent_category","details/7/text/0","details/7/text/2","details/7/text/3","details/7/text/4","details/8/category","details/8/parent_category","details/8/text/0","details/8/text/1","details/8/text/2","details/8/text/3","details/8/text/4","details/9/category","details/9/parent_category","details/9/text/1","details/9/text/2","details/10/category","details/10/parent_category","details/10/text/0","details/10/text/1","details/10/text/2","details/11/category","details/11/parent_category","details/11/text/0","details/11/text/1","details/11/text/2","details/12/category","details/12/parent_category","details/12/text/0","details/13/category","details/13/parent_category","details/13/text/0","details/13/text/1","details/13/text/2","details/13/text/3","details/13/text/4","details/13/text/5","details/13/text/6","details/13/text/7","details/13/text/8","details/14/category","details/14/parent_category","details/14/text/0","details/14/text/1","details/14/text/2","details/14/text/3","details/14/text/4","details/14/text/5","details/14/text/6","details/14/text/7","details/14/text/8","details/15/category","details/15/parent_category","details/15/text/0","details/15/text/1","exterior","fireplace","garage","garage_max","garage_min","garage_type","heating","history","history/0/date","history/0/event_name","history/0/listing","history/0/price","history/0/price_sqft","history/0/source_listing_id","history/0/source_name","history/1/date","history/1/event_name","history/1/listing","history/1/price","history/1/price_sqft","history/1/source_listing_id","history/1/source_name","history/2/date","history/2/event_name","history/2/listing","history/2/price","history/2/price_sqft","history/2/source_listing_id","history/2/source_name","history/3/date","history/3/event_name","history/3/listing","history/3/price","history/3/price_sqft","history/3/source_listing_id","history/3/source_name","history/4/date","history/4/event_name","history/4/listing","history/4/price","history/4/price_sqft","history/4/source_listing_id","history/4/source_name","history/5/date","history/5/event_name","history/5/listing","history/5/price","history/5/price_sqft","history/5/source_listing_id","history/5/source_name","history/6/date","history/6/event_name","history/6/listing","history/6/price","history/6/price_sqft","history/6/source_listing_id","history/6/source_name","history/7/date","history/7/event_name","history/7/listing","history/7/price","history/7/price_sqft","history/7/source_listing_id","history/7/source_name","history/8/date","history/8/event_name","history/8/listing","history/8/price","history/8/price_sqft","history/8/source_listing_id","history/8/source_name","history/9/date","history/9/event_name","history/9/listing","history/9/price","history/9/price_sqft","history/9/source_listing_id","history/9/source_name","history/10/date","history/10/event_name","history/10/listing","history/10/price","history/10/price_sqft","history/10/source_listing_id","history/10/source_name","history/11/date","history/11/event_name","history/11/listing","history/11/price","history/11/price_sqft","history/11/source_listing_id","history/11/source_name","history/12/date","history/12/event_name","history/12/listing","history/12/price","history/12/price_sqft","history/12/source_listing_id","history/12/source_name","id","lastSoldPrice","listPrice","local/flood","local/flood/environmental_risk","local/flood/fema_zone","local/flood/fema_zone/0","local/flood/firststreet_url","local/flood/flood_factor_score","local/flood/flood_factor_severity","local/flood/flood_insurance_text","local/flood/flood_trend","local/flood/flood_trend_paragraph","local/flood/fsid","local/flood/insurance_rates","local/flood/insurance_requirement","local/flood/trend_direction","local/noise/noise_categories/0/text","local/noise/noise_categories/0/type","local/noise/noise_categories/1/text","local/noise/noise_categories/1/type","local/noise/noise_categories/2/type","local/noise/noise_categories/3/text","local/noise/noise_categories/3/type","local/noise/score","local/wildfire","local/wildfire/fire_cumulative_30","local/wildfire/fire_factor_score","local/wildfire/fire_factor_severity","local/wildfire/fire_insurance_text","local/wildfire/fire_trend","local/wildfire/fire_trend_paragraph","local/wildfire/firststreet_url","local/wildfire/fsid","local/wildfire/usfs_relative_risk","logo","lot_sqft","name","nearbySchools","nearbySchools/schools/0/coordinate/lat","nearbySchools/schools/0/coordinate/lon","nearbySchools/schools/0/distance_in_miles","nearbySchools/schools/0/district/id","nearbySchools/schools/0/district/name","nearbySchools/schools/0/education_levels/0","nearbySchools/schools/0/funding_type","nearbySchools/schools/0/grades/0","nearbySchools/schools/0/grades/1","nearbySchools/schools/0/grades/2","nearbySchools/schools/0/grades/3","nearbySchools/schools/0/grades/4","nearbySchools/schools/0/grades/5","nearbySchools/schools/0/greatschools_id","nearbySchools/schools/0/id","nearbySchools/schools/0/name","nearbySchools/schools/0/nces_code","nearbySchools/schools/0/parent_rating","nearbySchools/schools/0/rating","nearbySchools/schools/0/review_count","nearbySchools/schools/0/slug_id","nearbySchools/schools/0/student_count","nearbySchools/schools/1/coordinate/lat","nearbySchools/schools/1/coordinate/lon","nearbySchools/schools/1/distance_in_miles","nearbySchools/schools/1/district/id","nearbySchools/schools/1/district/name","nearbySchools/schools/1/education_levels/0","nearbySchools/schools/1/funding_type","nearbySchools/schools/1/grades/0","nearbySchools/schools/1/grades/1","nearbySchools/schools/1/grades/2","nearbySchools/schools/1/grades/3","nearbySchools/schools/1/grades/4","nearbySchools/schools/1/grades/5","nearbySchools/schools/1/greatschools_id","nearbySchools/schools/1/id","nearbySchools/schools/1/name","nearbySchools/schools/1/nces_code","nearbySchools/schools/1/parent_rating","nearbySchools/schools/1/rating","nearbySchools/schools/1/review_count","nearbySchools/schools/1/slug_id","nearbySchools/schools/1/student_count","nearbySchools/schools/2/coordinate/lat","nearbySchools/schools/2/coordinate/lon","nearbySchools/schools/2/distance_in_miles","nearbySchools/schools/2/district/id","nearbySchools/schools/2/district/name","nearbySchools/schools/2/education_levels/0","nearbySchools/schools/2/funding_type","nearbySchools/schools/2/grades/0","nearbySchools/schools/2/grades/1","nearbySchools/schools/2/grades/2","nearbySchools/schools/2/grades/3","nearbySchools/schools/2/greatschools_id","nearbySchools/schools/2/id","nearbySchools/schools/2/name","nearbySchools/schools/2/nces_code","nearbySchools/schools/2/parent_rating","nearbySchools/schools/2/rating","nearbySchools/schools/2/review_count","nearbySchools/schools/2/slug_id","nearbySchools/schools/2/student_count","nearbySchools/schools/3/coordinate/lat","nearbySchools/schools/3/coordinate/lon","nearbySchools/schools/3/distance_in_miles","nearbySchools/schools/3/district/id","nearbySchools/schools/3/district/name","nearbySchools/schools/3/education_levels/0","nearbySchools/schools/3/funding_type","nearbySchools/schools/3/grades/0","nearbySchools/schools/3/grades/1","nearbySchools/schools/3/grades/2","nearbySchools/schools/3/grades/3","nearbySchools/schools/3/grades/4","nearbySchools/schools/3/grades/5","nearbySchools/schools/3/grades/6","nearbySchools/schools/3/greatschools_id","nearbySchools/schools/3/id","nearbySchools/schools/3/name","nearbySchools/schools/3/nces_code","nearbySchools/schools/3/parent_rating","nearbySchools/schools/3/rating","nearbySchools/schools/3/review_count","nearbySchools/schools/3/slug_id","nearbySchools/schools/3/student_count","neighborhood","neighborhood/0/city","neighborhood/0/id","neighborhood/0/level","neighborhood/0/name","neighborhood/0/slug_id","neighborhood/0/state_code","pool","roofing","rooms","soldOn","sqft","sqft_max","sqft_min","status","stories","styles","sub_type","taxHistory","taxHistory/0/assessment/building","taxHistory/0/assessment/land","taxHistory/0/assessment/total","taxHistory/0/market/building","taxHistory/0/market/land","taxHistory/0/market/total","taxHistory/0/tax","taxHistory/0/year","taxHistory/1/assessment/building","taxHistory/1/assessment/land","taxHistory/1/assessment/total","taxHistory/1/market/building","taxHistory/1/market/land","taxHistory/1/market/total","taxHistory/1/tax","taxHistory/1/year","taxHistory/2/assessment/building","taxHistory/2/assessment/land","taxHistory/2/assessment/total","taxHistory/2/market/building","taxHistory/2/market/land","taxHistory/2/market/total","taxHistory/2/tax","taxHistory/2/year","taxHistory/3/assessment/land","taxHistory/3/assessment/total","taxHistory/3/market/building","taxHistory/3/market/land","taxHistory/3/market/total","taxHistory/3/tax","taxHistory/3/year","taxHistory/4/assessment/building","taxHistory/4/assessment/land","taxHistory/4/assessment/total","taxHistory/4/market/building","taxHistory/4/market/land","taxHistory/4/market/total","taxHistory/4/tax","taxHistory/4/year","taxHistory/5/assessment/building","taxHistory/5/assessment/land","taxHistory/5/assessment/total","taxHistory/5/market/building","taxHistory/5/market/land","taxHistory/5/market/total","taxHistory/5/tax","taxHistory/5/year","taxHistory/6/assessment/building","taxHistory/6/assessment/land","taxHistory/6/assessment/total","taxHistory/6/market/building","taxHistory/6/market/land","taxHistory/6/market/total","taxHistory/6/tax","taxHistory/6/year","taxHistory/7/assessment/building","taxHistory/7/assessment/land","taxHistory/7/assessment/total","taxHistory/7/market/building","taxHistory/7/market/land","taxHistory/7/market/total","taxHistory/7/tax","taxHistory/7/year","taxHistory/8/assessment/building","taxHistory/8/assessment/land","taxHistory/8/assessment/total","taxHistory/8/market/building","taxHistory/8/market/land","taxHistory/8/market/total","taxHistory/8/tax","taxHistory/8/year","taxHistory/9/assessment/building","taxHistory/9/assessment/land","taxHistory/9/assessment/total","taxHistory/9/market/building","taxHistory/9/market/land","taxHistory/9/market/total","taxHistory/9/tax","taxHistory/9/year","taxHistory/10/assessment/building","taxHistory/10/assessment/land","taxHistory/10/assessment/total","taxHistory/10/market/building","taxHistory/10/market/land","taxHistory/10/market/total","taxHistory/10/tax","taxHistory/10/year","taxHistory/11/assessment/building","taxHistory/11/assessment/land","taxHistory/11/assessment/total","taxHistory/11/market/building","taxHistory/11/market/land","taxHistory/11/market/total","taxHistory/11/tax","taxHistory/11/year","taxHistory/12/assessment/building","taxHistory/12/assessment/land","taxHistory/12/assessment/total","taxHistory/12/market/building","taxHistory/12/market/land","taxHistory/12/market/total","taxHistory/12/tax","taxHistory/12/year","text","type","units","url","year_built","year_renovated","zoning"
"Ithaca","14850","NY","809 S Aurora St","2",,"1","1",,,"1",,"5",,,,,"42.430851","-76.496069","Bedrooms","Interior","Bedrooms: 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Appliances","Interior","Laundry Facilities: Washer & Dryer On-Site","Microwave: Yes","Refrigerator: Yes",,,,,"Bathrooms","Interior","Full Bathrooms: 1","1/2 Bathrooms: 1","Exterior and Lot Features","Exterior","Patio: Yes",,,,,,"Amenities and Community Features","Community","Range",,,,,,"Multi-Unit Info","Community","Number of Units: 1",,,,,"Other Property Info","Listing","Availability Date: 2024-06-15","List Price Low: 2625","Management Company: Ithaca Living Solutions","Source System Name: C2C","Building and Construction","Features","SqFt Maximum: 1300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2023-09-21","Listed for rent",,"2625","2.019230769230769","6928946","RentlinxUnits","2022-10-14","Listing removed",,"0",,"47380816","Zumper","2022-10-09","Listing removed",,"0",,"6928946","RentlinxUnits","2022-09-29","Listed for rent",,"2625","2.019230769230769","47380816","Zumper","2022-09-27","Listed for rent",,"2625","2.019230769230769","6928946","RentlinxUnits","2021-03-30","Listing removed",,"0",,"6447867","RentlinxUnits","2021-02-24","Listed for rent",,"2985","2.4875","6447867","RentlinxUnits","2020-07-16","Listing removed",,"0",,"5158091","RentlinxUnits","2020-03-02","Price Changed for rent",,"2000","1.6666666666666667","5158091","RentlinxUnits","2020-02-17","Price Changed for rent",,"2950","2.4583333333333335","5158091","RentlinxUnits","2020-01-05","Price Changed for rent",,"3250","2.7083333333333335","5158091","RentlinxUnits","2019-09-18","Listed for rent",,"3525","2.9375","5158091","RentlinxUnits","2004-02-19","Sold",,"55000","45.833333333333336",,"Public Record","4208852367","55000","2625",,"1",,"X",,"1","minimal",,"This property’s flood risk is not changing.","This property’s risk of flood is <b>not changing</b>.","364127789",,"recommended",,"Low","airport","Low","traffic","local","Low","score","84",,"This property has a <b>less than 1% risk</b> of wildfire over 30 years.","3","Moderate",,"This property’s wildfire risk is increasing.","This property's risk of wildfire is <b>increasing</b> as conditions become hotter and drier.",,"364127789","This property is located in a county with an average wildfire risk greater than 11% counties in the US.",,,,,"42.433938","-76.492811","0.3","06194290231","Ithaca City School District","elementary","public","K","1","2","3","4","5","3601281","0751446851","South Hill School","361557001343","3","5","9","South-Hill-School-0751446851","398","42.454769","-76.497099","1.7","06194290231","Ithaca City School District","high","public","9","10","11","12",,,"3601279","0751446831","Ithaca Senior High School","361557001340","5","6","2","Ithaca-Senior-High-School-0751446831","1353","42.460644","-76.498183","2.1","06194290231","Ithaca City School District","middle","public","6","7","8",,"3601273","0751446741","Boynton Middle School","361557001330","3","6","6","Boynton-Middle-School-0751446741","523","42.441901","-76.503253","0.8","06194285711",,"elementary","private","K","1","2","3","4","5","6","3604825","0751497501","Immaculate Conception School","00929406","5",,"24","Immaculate-Conception-School-0751497501","99",,,,,,,,,,,"2004-02-19","1300",,,"for_rent",,,,,"152500","57500","210000","152500","57500","210000","8891","2022","152500","57500","210000","152500","57500","210000","4911","2021","152500","57500","210000","152500","57500","210000","4870","2020","57500","210000","152500","57500","210000","4629","2017","155900","34100","190000","155900","34100","190000","4671","2016","155900","34100","190000","155900","34100","190000","4785","2015","155900","34100","190000",,,"190000","4416","2014","155900","34100","190000","155900","34100","190000","7576","2014","118000","22000","140000",,,"140000","4297","2013","118000","22000","140000",,,"140000","4286","2012","118000","22000","140000",,,"140000","2365","2011","118000","22000","140000",,,"140000","3193","2010","118000","22000","140000",,,"140000","3143","2009","- (RLNE6928946) 5 bedroom walking distance to IC - This 5 bedroom 1.5 bathroom private house is a 5 minute walk to IC, 10 minute walk to the commons and located on a main bus line with access to all of Ithaca. This house has a spacious private parking lot that is plowed during the winter months with a spot for all 5 roommate's and room for an additional 2 cars for any visitors you might have. This property has an eat in kitchen, living room and a large patio space great for gatherings and BBQs. Each room has it's own closet and is fully furnished with a dresser, desk and full bed. Additionally, each room comes with it's own small safe/lockbox.","single_family","1","https://www.realtor.com/realestateandhomes-detail/809-S-Aurora-St_Ithaca_NY_14850_M42088-52367",,,
"Ithaca","14850","NY","419 Triphammer Rd","2",,"2",,,,,,"6",,,,,"42.460409","-76.481516","Bedrooms","Interior","Bedrooms: 6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other Rooms","Interior","Total Rooms: 12","Living Room Level: Second",,,,,,"Bathrooms","Interior","Total Bathrooms: 2","Full Bathrooms: 2","Interior Features","Interior","First Floor Bedroom","Eat-in Kitchen","Formal Dining","Entrance Foyer","Furnished Description: Furnished","Flooring: Hardwood, Wall To Wall Carpet","Appliances","Interior","Dishwasher","Dryer","Microwave","Oven","Washer","Laundry Features: Common Area","Heating and Cooling","Interior","Heating Features: Natural Gas, Forced Air",,,,,"Kitchen and Dining","Interior","Dining Area Level: Second","Kitchen Level: Second",,,"Land Info","Exterior","Lot Description: Level, Part Wooded, Near Public Transit","Lot Size Square Feet: 36155",,,"Garage and Parking","Exterior","Garage Spaces: 4","Parking Features: Detached, 4+ Car Detached, Driveway, Private",,,,"Exterior and Lot Features","Exterior",,,"Homeowners Association","Community","Association: No","Calculated Total Monthly Association Fees: 0","Pets Allowed: Call","Amenities and Community Features","Community","Community Features: Park",,,"Rental Info","Community","Security Deposit: 5000","Other Property Info","Listing","Source Listing Status: Active","County: Out of Area","Availability Date: 2024-07-01","Directions: Triphammer Road #419","List Price Low: 5000","Source Property Type: Residential Lease","Township: Ithaca","Property Subtype: Single Family Residence","Source System Name: C2C","Building and Construction","Features","Total Square Feet Living: 3200","Year Built: 1956","Construction Materials: Frame, Cedar","Levels: Two","Property Age: 67","Building Total Stories: 2","Year Built Effective: 2020","Year Built Source: Owner","Architectural Style: Single Family, Two Story","Utilities","Features","Sewer: Public Sewer","Water Source: Public",,,"4",,,,,,"2023-08-30","Listed for rent",,"5000","1.5625","H6254757","OneKeyMLS","2023-06-29","Listing removed",,"4800","1.5","H6254757","OneKeyMLS","2023-06-15","Listed for rent",,"4800","1.5","H6254757","OneKeyMLS","2023-06-15","Listing removed",,"4800","1.5","H6254740","OneKeyMLS","2021-08-06","Listing removed",,"0",,"H4940604","OneKeyMLS","2021-05-22","Listed for rent",,"4650","1.453125","H4940604","OneKeyMLS","2017-05-19","Sold",,"172000",,"95597","IthacaNY","2006-12-18","Sold",,"300000","108.38150289017341",,"Public Record","2006-12-15","Listed",,"315000",,"122869","IthacaNY","2000-08-29","Sold",,"172000","62.138728323699425",,"Public Record","2000-08-29","Listed",,"194900",,"95597","IthacaNY",,,,,,,,,,,,,,,"4733433667","300000","5000",,"1",,,,"1","minimal",,"This property’s flood risk is not changing.","This property’s risk of flood is <b>not changing</b>.","364137411",,,,"Low","airport","Low","traffic","local","Low","score","93",,"This property has a <b>less than 1% risk</b> of wildfire over 30 years.","2","Minor",,"This property’s wildfire risk is not changing.","This property's risk of wildfire is <b>not changing</b>.",,"364137411","This property is located in a county with an average wildfire risk greater than 11% counties in the US.",,"36155",,,"42.465924","-76.488677","0.5","06194290231","Ithaca City School District","elementary","public","K","1","2","3","4","5","3601282","0751446861","Cayuga Heights Elementary","361557004687","4","5","4","Cayuga-Heights-Elementary-0751446861","351","42.460644","-76.498183","0.9","06194290231","Ithaca City School District","middle","public","6","7","8",,,,"3601273","0751446741","Boynton Middle School","361557001330","3","6","6","Boynton-Middle-School-0751446741","523","42.454769","-76.497099","0.9","06194290231","Ithaca City School District","high","public","9","10","11","12","3601279","0751446831","Ithaca Senior High School","361557001340","5","6","2","Ithaca-Senior-High-School-0751446831","1353","42.442347","-76.483592","1.3","06194285711",,"high","private","9","10","11","12",,,,"3605174","0751502461","Cascadilla School","00939877","5",,"1","Cascadilla-School-0751502461","19",,,,,,,,,,,"2006-12-18","3200",,,"for_rent","2",,,,"206300","143700","350000","206300","143700","350000","11195","2022","186300","143700","330000","186300","143700","330000","11175","2021","186300","143700","330000","186300","143700","330000","10601","2020","143700","330000","186300","143700","330000","9999","2017","149900","150100","300000","149900","150100","300000","9985","2016","149900","150100","300000","149900","150100","300000","10061","2015","149900","150100","300000",,,"300000","9819","2014","149900","150100","300000","149900","150100","300000","8514","2014","149900","150100","300000",,,"300000","4550","2013","149900","150100","300000",,,"300000","9606","2012","149900","150100","300000",,,"300000","9601","2011","149900","150100","300000",,,"300000","9333","2010","203900","96100","300000",,,"300000","9010","2009","Location, Location! Spacious Ithaca, Village of Cayuga Home w/lots of natural light - all utilities included - TCAT bus in front of house for quick trips to the grocery or Collegetown, mins to architecturally rich Cornell main campus & botanical gardens. Large level paved parking, private backyard w/screened porch. Interior is a Frank Lloyd Wright design with large rooms & an abundance of natural light throughout. Each of the 6 bedrooms is well furnished and ready for serious minded students or professor with large family, 3 BRs with private sinks, and all with hardwood floors. The home is furnished throughout, including dishware. Although this is a legal two family, many Cornell students have enjoyed their stay at 419 for multiple years while studying and living as a family. This wonderful home has 2 kitchens, 2 stoves, 2 microwaves, 2 living rooms, dining room, 6 bedrooms, 2 full baths, newer washer & dryer, and brand new dishwasher. Home exceeds minimum safety & fire compliance.","single_family",,"https://www.realtor.com/realestateandhomes-detail/419-Triphammer-Rd_Ithaca_NY_14850_M47334-33667","1956",,
"Ithaca","14850","NY","517 S Aurora St","2",,"2",,,,,,"6",,,,,"42.435014","-76.494344","Bedrooms","Interior","Bedrooms: 6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bathrooms","Interior","Full Bathrooms: 2",,,,,,,"Exterior and Lot Features","Exterior","Patio: Yes",,"Multi-Unit Info","Community","Number of Units: 1",,,,,,"Homeowners Association","Community","Cats Allowed: Yes",,,,,,"Other Property Info","Listing","Availability Date: 2024-08-08","List Price Low: 4350","Management Company: PPM Homes LLC","Source System Name: C2C",,"Building and Construction","Features","SqFt Maximum: 2457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2023-10-19","Price Changed for rent",,"4350","1.7704517704517704","6124254","RentlinxUnits","2023-09-13","Listed for rent",,"4800","1.9536019536019535","6124254","RentlinxUnits","2022-11-11","Listing removed",,"0",,"6124254","RentlinxUnits","2022-11-08","Price Changed for rent",,"4350","1.7704517704517704","6124254","RentlinxUnits","2022-10-25","Listed for rent",,"4470","1.8192918192918193","6124254","RentlinxUnits","2022-10-07","Listing removed",,"0",,"6124254","RentlinxUnits","2022-09-03","Listed for rent",,"4470","1.8192918192918193","6124254","RentlinxUnits","2017-05-19","Sold",,"165000",,"110339","IthacaNY","2005-10-17","Sold",,"165000","67.15506715506716",,"Public Record","2005-10-11","Listed",,"165000",,"110339","IthacaNY","1993-09-16","Sold",,"105000","42.73504273504273",,"Public Record",,,,,,,,,,,,,,,"4090421202","165000","4350",,"1",,"X",,"1","minimal",,"This property’s flood risk is not changing.","This property’s risk of flood is <b>not changing</b>.","364127756",,"recommended",,"Low","airport","Low","traffic","local","Low","score","81",,"This property has a <b>less than 1% risk</b> of wildfire over 30 years.","3","Moderate",,"This property’s wildfire risk is increasing.","This property's risk of wildfire is <b>increasing</b> as conditions become hotter and drier.",,"364127756","This property is located in a county with an average wildfire risk greater than 11% counties in the US.",,,,,"42.433938","-76.492811","0.1","06194290231","Ithaca City School District","elementary","public","K","1","2","3","4","5","3601281","0751446851","South Hill School","361557001343","3","5","9","South-Hill-School-0751446851","398","42.454769","-76.497099","1.4","06194290231","Ithaca City School District","high","public","9","10","11","12",,,"3601279","0751446831","Ithaca Senior High School","361557001340","5","6","2","Ithaca-Senior-High-School-0751446831","1353","42.460644","-76.498183","1.8","06194290231","Ithaca City School District","middle","public","6","7","8",,"3601273","0751446741","Boynton Middle School","361557001330","3","6","6","Boynton-Middle-School-0751446741","523","42.441901","-76.503253","0.7","06194285711",,"elementary","private","K","1","2","3","4","5","6","3604825","0751497501","Immaculate Conception School","00929406","5",,"24","Immaculate-Conception-School-0751497501","99",,,,,,,,,,,"2005-10-17","2457",,,"for_rent",,,,,"261600","38400","300000","261600","38400","300000","11165","2022","261600","38400","300000","261600","38400","300000","7126","2021","236600","38400","275000","236600","38400","275000","6894","2020","38400","275000","236600","38400","275000","5767","2017","212200","22800","235000","212200","22800","235000","5820","2016","212200","22800","235000","212200","22800","235000","4964","2015","172200","22800","195000",,,"195000","6157","2014","172200","22800","195000","172200","22800","195000","7552","2014","177000","18000","195000",,,"195000","6019","2013","177000","18000","195000",,,"195000","6005","2012","177000","18000","195000",,,"195000","3295","2011","177000","18000","195000",,,"195000","4448","2010","177000","18000","195000",,,"195000","4410","2009","- (RLNE6124254) 517 S Aurora Street - Fantastic 6 bedroom house located on the corner of S Aurora and Hillview Place. Bus stop with connections to IC and downtown Ithaca. Walking distance to both. South Hill Rec Trail close by. Wood trim with period features and hardwood floors throughout. Beautiful wrap-around porch for enjoying evening sunsets. Free off-street parking. Washer and dryer in basement. Reach out today to set up a virtual or in person showing! Tenants pay utilities. Snow removal by property manager. Furniture rental available for $20 per bedroom and $20 per living/dining room per month.","single_family","1","https://www.realtor.com/realestateandhomes-detail/517-S-Aurora-St_Ithaca_NY_14850_M40904-21202",,,
"Ithaca","14850","NY","3 Hudson Pl","1",,"1",,,,,,"2",,,,,"42.430688","-76.493156","Bedrooms","Interior","Bedrooms: 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other Rooms","Interior","Total Rooms: 2",,,,,,,"Bathrooms","Interior","Total Bathrooms: 1","Full Bathrooms: 1","Garage and Parking","Exterior","Assigned Spaces: yes",,,,,,"Exterior and Lot Features","Exterior","Lawn","Lawn: Yes",,,,,"Amenities and Community Features","Community","Dishwasher",,,,,"Rental Info","Community","Lease Term: 12","Security Deposit: 1600","Application Fee: 20",,"Other Property Info","Listing","Tour Scheduling Available: no","Source System Name: C2C",,,"Listing Information","Listing","Landlord Full Name: Amanda",,,,,"Building and Construction","Features",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2023-10-16","Listed for rent",,"1600","1.7777777777777777","60167274","Avail","2022-01-05","Sold",,"350000",,"404549","IthacaNY","2021-07-09","Price Changed",,"349000","141.869918699187","404549","IthacaNY","2021-06-22","Price Changed",,"359000","145.9349593495935","404549","IthacaNY","2021-06-10","Listed",,"375000","152.4390243902439","404549","IthacaNY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4199200488","350000","1600",,"1",,"X",,"1","minimal",,"This property’s flood risk is not changing.","This property’s risk of flood is <b>not changing</b>.","364140014",,"recommended",,"Low","airport","Low","traffic","local","Low","score","84",,,"1","Minimal",,"This property’s wildfire risk is not changing.","This property's risk of wildfire is <b>not changing</b>.",,"364140014","This property is located in a county with an average wildfire risk greater than 11% counties in the US.",,,,,"42.433938","-76.492811","0.2","06194290231","Ithaca City School District","elementary","public","K","1","2","3","4","5","3601281","0751446851","South Hill School","361557001343","3","5","9","South-Hill-School-0751446851","398","42.454769","-76.497099","1.7","06194290231","Ithaca City School District","high","public","9","10","11","12",,,"3601279","0751446831","Ithaca Senior High School","361557001340","5","6","2","Ithaca-Senior-High-School-0751446831","1353","42.460644","-76.498183","2.1","06194290231","Ithaca City School District","middle","public","6","7","8",,"3601273","0751446741","Boynton Middle School","361557001330","3","6","6","Boynton-Middle-School-0751446741","523","42.441901","-76.503253","0.9","06194285711",,"elementary","private","K","1","2","3","4","5","6","3604825","0751497501","Immaculate Conception School","00929406","5",,"24","Immaculate-Conception-School-0751497501","99",,,,,,,,,,,"2022-01-06","900",,,"for_rent",,,,,"216800","58200","275000","216800","58200","275000","10893","2022","216800","58200","275000","216800","58200","275000","6479","2021","191800","58200","250000","191800","58200","250000","6261","2020","58200","250000","191800","58200","250000","5526","2017","191000","34000","225000","191000","34000","225000","5577","2016","191000","34000","225000","191000","34000","225000","5337","2015","176000","34000","210000",,,"210000","5545","2014","176000","34000","210000","176000","34000","210000","8136","2014","150000","25000","175000",,,"175000","5413","2013","150000","25000","175000",,,"175000","5401","2012","150000","25000","175000",,,"175000","2957","2011","150000","25000","175000",,,"175000","3992","2010","150000","25000","175000",,,"175000","3969","2009","Spacious lower level 2 bedroom apartment on South Hill. Enjoy a fully furnished spacious living room with large windows, eat in kitchen and two nicely sized bedrooms with ample closet space. Private and free washer/dryer in adjoining utility room. This apartment is centrally located minutes from both IC, downtown, bus route and the South Hill Recreation Way. NO PETS!","single_family",,"https://www.realtor.com/realestateandhomes-detail/3-Hudson-Pl_Ithaca_NY_14850_M41992-00488",,,
