"placeId","cid","title","street","city","state","categoryName","temporarilyClosed","reviewsCount","price","imagesCount","isAdvertisement","description","permanentlyClosed","url","rank","totalScore","location/lat","location/lng"
"ChIJodrkNZyB0IkRzB7h3wZfNP0","18245312473515237068","Sunoco Gas Station","210 S Cayuga St","Ithaca","New York","Gas station","false","28","$$","8","false",,"false","https://www.google.com/maps/place/Sunoco+Gas+Station/@42.4384159,-76.4993442,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0819c35e4daa1:0xfd345f06dfe11ecc!8m2!3d42.4384159!4d-76.4993442!16s%2Fg%2F1tg51dgx?hl=en&entry=ttu","17","3.2","42.4384159","-76.4993442"
"ChIJAxUveiqd0IkRTYtJuG7gDDY","3894734543911488333","Dollar General","1989 E Shore Dr","Lansing","New York","Dollar store","false","131","$","37","false","Bargain retail chain selling a range of household goods, groceries, beauty products & more.","false","https://www.google.com/maps/place/Dollar+General/@42.5326855,-76.5017159,17z/data=!3m1!4b1!4m6!3m5!1s0x89d09d2a7a2f1503:0x360ce06eb8498b4d!8m2!3d42.5326855!4d-76.5017159!16s%2Fg%2F11c5_7br_7?hl=en&entry=ttu","3","4.2","42.5326855","-76.5017159"
"ChIJnY8I1nCB0IkR7UpUWyXlpWM","7180397129520925421","Fastrac","214 N Meadow St","Ithaca","New York","Gas station","false","26","$3.68/Regular","5","false",,"false","https://www.google.com/maps/place/Fastrac/@42.4405993,-76.5087575,17z/data=!3m1!4b1!4m6!3m5!1s0x89d08170d6088f9d:0x63a5e5255b544aed!8m2!3d42.4405993!4d-76.5087575!16s%2Fg%2F1tf_tvh4?hl=en&entry=ttu","20","3.2","42.4405993","-76.5087575"
"ChIJE0oFhqWB0IkRQ1um9e0QKxk","1813561889161370435","Mac's General Store","953 Danby Rd","Ithaca","New York","Convenience store","false","5",,"2","false",,"false","https://www.google.com/maps/place/Mac's+General+Store/@42.4224146,-76.4946302,17z/data=!3m1!4b1!4m6!3m5!1s0x89d081a586054a13:0x192b10edf5a65b43!8m2!3d42.4224146!4d-76.4946302!16s%2Fg%2F11cn6861jl?hl=en&entry=ttu","20","3.6","42.4224146","-76.4946302"
"ChIJsRgbj1iF0IkRNz3e8yrTrjw","4372664469656845623","Sunoco Gas Station","2085 NY-96","Trumansburg","New York","Gas station","false","4","$$","2","false",,"false","https://www.google.com/maps/place/Sunoco+Gas+Station/@42.5346055,-76.6416322,17z/data=!3m1!4b1!4m6!3m5!1s0x89d085588f1b18b1:0x3caed32af3de3d37!8m2!3d42.5346055!4d-76.6416322!16s%2Fg%2F11bbx28m52?hl=en&entry=ttu","18","4.3","42.5346055","-76.6416322"
"ChIJZVCwYa5oXEARxO4NyNCQgzs","4288430496570797764","Mirabito Convenience Store","301 Pine Tree Rd","Ithaca","New York","Convenience store","false","14","$3.90/Regular","9","false","Chain with basic groceries & convenience-store staples. Most have fuel, plus on-site cafes or delis.","false","https://www.google.com/maps/place/Mirabito+Convenience+Store/@42.43664,-76.46439,17z/data=!3m1!4b1!4m6!3m5!1s0x405c68ae61b05065:0x3b8390d0c80deec4!8m2!3d42.43664!4d-76.46439!16s%2Fg%2F11b72hsfwj?hl=en&entry=ttu","17","3.3","42.43664","-76.46439"
"ChIJuWbUuxmG0IkRKcJd26Wclj8","4582021907059950121","Dandy Mini Mart","2102 Mecklenburg Rd","Ithaca","New York","Convenience store","false","16",,"17","false",,"false","https://www.google.com/maps/place/Dandy+Mini+Mart/@42.451179,-76.631455,17z/data=!3m1!4b1!4m6!3m5!1s0x89d08619bbd466b9:0x3f969ca5db5dc229!8m2!3d42.451179!4d-76.631455!16s%2Fg%2F1ptxk85h9?hl=en&entry=ttu","19","2.9","42.451179","-76.631455"
"ChIJMYBmKHmB0IkRg3dbyKwrS4I","9388645869279737731","Quik Shoppe","317 3rd St","Ithaca","New York","Gas station","false","20","$3.70/Regular","24","false",,"false","https://www.google.com/maps/place/Quik+Shoppe/@42.4474869,-76.5049198,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0817928668031:0x824b2bacc85b7783!8m2!3d42.4474869!4d-76.5049198!16s%2Fg%2F11bycfd84m?hl=en&entry=ttu","16","4","42.4474869","-76.5049198"
"ChIJXZV2XzN52okRwt0AlkXjlVs","6599430716990217666","Mirabito Convenience Store","1321 Dryden Rd","Ithaca","New York","Convenience store","false","1","Convenience store with grocery staples","2","false","Chain with basic groceries & convenience-store staples. Most have fuel, plus on-site cafes or delis.","false","https://www.google.com/maps/place/Mirabito+Convenience+Store/@42.4682498,-76.4083767,17z/data=!3m1!4b1!4m6!3m5!1s0x89da79335f76955d:0x5b95e3459600ddc2!8m2!3d42.4682498!4d-76.4083767!16s%2Fg%2F11pzdx5fn6?hl=en&entry=ttu","13","1","42.4682498","-76.4083767"
"ChIJ7RR0pCiB0IkR3CgjYLvjcoI","9399825766186952924","Ithaca Mini Mart","124 S Cayuga St","Ithaca","New York","Convenience store","false","26",,"44","false",,"false","https://www.google.com/maps/place/Ithaca+Mini+Mart/@42.4388899,-76.4992087,17z/data=!3m1!4b1!4m6!3m5!1s0x89d08128a47414ed:0x8272e3bb602328dc!8m2!3d42.4388899!4d-76.4992087!16s%2Fg%2F11k6hwb_s8?hl=en&entry=ttu","14","5","42.4388899","-76.4992087"
"ChIJCYxYqgV52okRGF0HH6gJfLU","13077338035656809752","Mirabito Convenience Store","1414 Dryden Rd","Freeville","New York","Convenience store","false","16","Convenience store with grocery staples","10","false","Chain with basic groceries & convenience-store staples. Most have fuel, plus on-site cafes or delis.","false","https://www.google.com/maps/place/Mirabito+Convenience+Store/@42.47202,-76.40085,17z/data=!3m1!4b1!4m6!3m5!1s0x89da7905aa588c09:0xb57c09a81f075d18!8m2!3d42.47202!4d-76.40085!16s%2Fg%2F1th64c7k?hl=en&entry=ttu","12","2.6","42.47202","-76.40085"
"ChIJfyduNpyB0IkRIJbHDTU2HqU","11898006867051779616","Aplus","210 S Cayuga St","Ithaca","New York","Convenience store","false","4",,"1","false",,"false","https://www.google.com/maps/place/Aplus/@42.4382882,-76.4992765,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0819c366e277f:0xa51e36350dc79620!8m2!3d42.4382882!4d-76.4992765!16s%2Fg%2F11gjw17fdc?hl=en&entry=ttu","9","3.8","42.4382882","-76.4992765"
"ChIJd-8Ltk6B0IkRS194FYwtvMc","14392428588848144203","Dandy Mini Mart","805 W Buffalo St","Ithaca","New York","Convenience store","false","21",,"25","false",,"false","https://www.google.com/maps/place/Dandy+Mini+Mart/@42.4403723,-76.512947,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0814eb60bef77:0xc7bc2d8c15785f4b!8m2!3d42.4403723!4d-76.512947!16s%2Fg%2F11g0kc_zph?hl=en&entry=ttu","7","2.9","42.4403723","-76.512947"
"ChIJC2jiOHqB0IkRKDrNjl20i1U","6164218828907428392","Mirabito Convenience Store","600 N Fulton St","Ithaca","New York","Convenience store","false","12","$3.88/Regular","6","false","Chain with basic groceries & convenience-store staples. Most have fuel, plus on-site cafes or delis.","false","https://www.google.com/maps/place/Mirabito+Convenience+Store/@42.4447,-76.50993,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0817a38e2680b:0x558bb45d8ecd3a28!8m2!3d42.4447!4d-76.50993!16s%2Fg%2F11c3p20pf_?hl=en&entry=ttu","6","2.6","42.4447","-76.50993"
"ChIJaWdZPyWd0IkRCkH0R69SQuY","16591914889966272778","Mirabito Convenience Store","32 Peruville Rd","Lansing","New York","Convenience store","false","23","$3.86/Regular","8","false","Chain with basic groceries & convenience-store staples. Most have fuel, plus on-site cafes or delis.","false","https://www.google.com/maps/place/Mirabito+Convenience+Store/@42.5389,-76.49192,17z/data=!3m1!4b1!4m6!3m5!1s0x89d09d253f596769:0xe64252af47f4410a!8m2!3d42.5389!4d-76.49192!16s%2Fg%2F11gxyn97dv?hl=en&entry=ttu","2","3.4","42.5389","-76.49192"
"ChIJ3zz3lguF0IkRzsMo5xSs5ls","6622169507872424910","Blueox Neighborhood Market","1854 Trumansburg Rd","Jacksonville","New York","Convenience store","false","0",,"1","false",,"false","https://www.google.com/maps/place/Blueox+Neighborhood+Market/@42.507955,-76.6144375,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0850b96f73cdf:0x5be6ac14e728c3ce!8m2!3d42.507955!4d-76.6144375!16s%2Fg%2F12639t5mx?hl=en&entry=ttu","3",,"42.507955","-76.6144375"
"ChIJF0d_89Cc0IkRgJCMB3X_O9M","15221040243731632256","C & Y Convenience Store","53 Ridge Rd","Lansing","New York","Convenience store","false","5",,"1","false",,"false","https://www.google.com/maps/place/C+%26+Y+Convenience+Store/@42.538571,-76.5110689,17z/data=!3m1!4b1!4m6!3m5!1s0x89d09cd0f37f4717:0xd33bff75078c9080!8m2!3d42.538571!4d-76.5110689!16s%2Fg%2F1tgnblh6?hl=en&entry=ttu","1","4","42.538571","-76.5110689"
"ChIJe8VpInGB0IkRKgceOhYwlaM","11787380471734601514","7-Eleven","210 S Cayuga St","Ithaca","New York","Convenience store","false","19","Pit stop for snacks, drinks & sundries","27","false","Convenience chain offering grab-&-go bites & beverages, plus assorted newsstand items.","false","https://www.google.com/maps/place/7-Eleven/@42.438283,-76.4993584,17z/data=!3m1!4b1!4m6!3m5!1s0x89d081712269c57b:0xa39530163a1e072a!8m2!3d42.438283!4d-76.4993584!16s%2Fg%2F11mvgxydh_?hl=en&entry=ttu","5","2.3","42.438283","-76.4993584"
"ChIJ2XGruRmG0IkRIB3eTl1-W-M","16382827008710548768","Citgo","2102 Mecklenburg Rd","Ithaca","New York","Gas station","false","25","$3.78/Regular","3","false",,"false","https://www.google.com/maps/place/Citgo/@42.451219,-76.631352,17z/data=!3m1!4b1!4m6!3m5!1s0x89d08619b9ab71d9:0xe35b7e5d4ede1d20!8m2!3d42.451219!4d-76.631352!16s%2Fg%2F11j83_4jvv?hl=en&entry=ttu","3","4","42.451219","-76.631352"
"ChIJi9mNRVaH0IkRpnBNOJkFl_8","18417195356787667110","Newfield Convenience LLC","1253 W Danby Rd","Newfield","New York","Gas station","false","48","Diesel gas","16","false",,"false","https://www.google.com/maps/place/Newfield+Convenience+LLC/@42.3879095,-76.5531918,17z/data=!3m1!4b1!4m6!3m5!1s0x89d08756458dd98b:0xff970599384d70a6!8m2!3d42.3879095!4d-76.5531918!16s%2Fg%2F11fcm96sxv?hl=en&entry=ttu","10","4.2","42.3879095","-76.5531918"
"ChIJa3KmBRmG0IkRrBhP13HjXk8","5719258654890203308","Dollar General","2124 Mecklenburg Rd","Ithaca","New York","Dollar store","false","160","$","7","false","Bargain retail chain selling a range of household goods, groceries, beauty products & more.","false","https://www.google.com/maps/place/Dollar+General/@42.4514567,-76.6333753,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0861905a6726b:0x4f5ee371d74f18ac!8m2!3d42.4514567!4d-76.6333753!16s%2Fg%2F11f_j39sfv?hl=en&entry=ttu","2","4.3","42.4514567","-76.6333753"
"ChIJQ9WYy1OH0IkRl1mU01c6X8g","14438323079259380119","Citgo","1253 W Danby Rd","Newfield","New York","Gas station","false","0","Diesel gas","1","false",,"false","https://www.google.com/maps/place/Citgo/@42.3879325,-76.5534401,17z/data=!3m1!4b1!4m6!3m5!1s0x89d08753cb98d543:0xc85f3a57d3945997!8m2!3d42.3879325!4d-76.5534401!16s%2Fg%2F11rg315lfj?hl=en&entry=ttu","13",,"42.3879325","-76.5534401"
"ChIJZ7OBnPCP0IkR6HrmeQWaBxE","1227118771792411368","Byrne Dairy and Deli","208 E Main St","Trumansburg","New York","Gas station","false","157","$3.90/Regular","13","false",,"false","https://www.google.com/maps/place/Byrne+Dairy+and+Deli/@42.5368615,-76.6488211,17z/data=!3m1!4b1!4m6!3m5!1s0x89d08ff09c81b367:0x11079a0579e67ae8!8m2!3d42.5368615!4d-76.6488211!16s%2Fg%2F1jkxcqn55?hl=en&entry=ttu","3","4","42.5368615","-76.6488211"
"ChIJmfn38BqB0IkRCTJ5l1r6z5U","10795122098825671177","Speedway","366 Elmira Rd","Ithaca","New York","Gas station","false","27","$$","10","false","Gas-station & convenience-store chain with grab-&-go food, plus hot & cold beverages.","false","https://www.google.com/maps/place/Speedway/@42.4231615,-76.5166709,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0811af0f7f999:0x95cffa5a97793209!8m2!3d42.4231615!4d-76.5166709!16s%2Fg%2F1tjdmqq4?hl=en&entry=ttu","20","3.6","42.4231615","-76.5166709"
"ChIJFYvtI1aA0IkRjcLM3266VU8","5716680287380619917","Manley's Mighty Mart","1103 Danby Rd","Ithaca","New York","Gas station","false","3","Diesel gas","2","false",,"false","https://www.google.com/maps/place/Manley's+Mighty+Mart/@42.4069228,-76.5025663,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0805623ed8b15:0x4f55ba6edfccc28d!8m2!3d42.4069228!4d-76.5025663!16s%2Fg%2F1tv3pns7?hl=en&entry=ttu","18","4.3","42.4069228","-76.5025663"
"ChIJJ8yMZ6GB0IkR6cpE8Sj9Wdg","15589769937408019177","Sunoco Gas Station","825 Danby Rd","Ithaca","New York","Gas station","false","15","$$","4","false",,"false","https://www.google.com/maps/place/Sunoco+Gas+Station/@42.4287502,-76.497492,17z/data=!3m1!4b1!4m6!3m5!1s0x89d081a1678ccc27:0xd859fd28f144cae9!8m2!3d42.4287502!4d-76.497492!16s%2Fg%2F11bbw_w52_?hl=en&entry=ttu","20","3.7","42.4287502","-76.497492"
"ChIJIcC9tXaB0IkRN8xx7roVeRE","1259061463435299895","Mobil","540 W State St","Ithaca","New York","Gas station","false","160","$3.80/Regular","10","false",,"false","https://www.google.com/maps/place/Mobil/@42.439365,-76.508113,17z/data=!3m1!4b1!4m6!3m5!1s0x89d08176b5bdc021:0x117915baee71cc37!8m2!3d42.439365!4d-76.508113!16s%2Fg%2F1tm1rfks?hl=en&entry=ttu","18","4","42.439365","-76.508113"
"ChIJ_1SDTAmB0IkRmpdwhFEHxKM","11800564970313258906","Kwik Fill","303 Elmira Rd","Ithaca","New York","Petrol Station","false","17","US$3.78/Regular","5","false","Gas-station & convenience-store chain carrying snacks, coffee & sundries.","false","https://www.google.com/maps/place/Kwik+Fill/@42.4276666,-76.5080965,17z/data=!3m1!4b1!4m6!3m5!1s0x89d081094c8354ff:0xa3c407518470979a!8m2!3d42.4276666!4d-76.5080965!16s%2Fg%2F1w0h8h54?hl=en&entry=ttu","12","3","42.4276666","-76.5080965"
"ChIJhbPgmPiA0IkRbwq9jUxXdhc","1690634696431307375","Mirabito","1103 Danby Rd","Ithaca","New York","Petrol Station","false","2","Diesel fuel","1","false",,"false","https://www.google.com/maps/place/Mirabito/@42.4069198,-76.5026255,17z/data=!3m1!4b1!4m6!3m5!1s0x89d080f898e0b385:0x1776574c8dbd0a6f!8m2!3d42.4069198!4d-76.5026255!16s%2Fg%2F11hyg2g3tn?hl=en&entry=ttu","16","3.5","42.4069198","-76.5026255"
"ChIJFYvtI1aA0IkRdDp-wf3-3sQ","14186056242090097268","Quickway#87","1103 Danby Rd","Ithaca","New York","Petrol Station","false","1",,"1","false",,"false","https://www.google.com/maps/place/Quickway%2387/@42.4069239,-76.5025516,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0805623ed8b15:0xc4defefdc17e3a74!8m2!3d42.4069239!4d-76.5025516!16s%2Fg%2F11b908_hww?hl=en&entry=ttu","15","5","42.4069239","-76.5025516"
"ChIJsza2SPaP0IkRKzbTA1Nimyo","3070155679669106219","Kinney Drugs","2100 Trumansburg Rd","Trumansburg","New York","Chemist","false","27",,"9","false",,"false","https://www.google.com/maps/place/Kinney+Drugs/@42.5336369,-76.6430555,17z/data=!3m1!4b1!4m6!3m5!1s0x89d08ff648b636b3:0x2a9b625303d3362b!8m2!3d42.5336369!4d-76.6430555!16s%2Fg%2F1td7_1rb?hl=en&entry=ttu","5","3.5","42.5336369","-76.6430555"
"ChIJFYvtI1aA0IkRkCDBUtp2DFk","6416634249159450768","ATM (Manley's Mighty Mart)","1103 Danby Rd","Ithaca","New York","Cashpoint","false","0",,"1","false",,"false","https://www.google.com/maps/place/ATM+(Manley's+Mighty+Mart)/@42.4069239,-76.5025516,17z/data=!3m1!4b1!4m6!3m5!1s0x89d0805623ed8b15:0x590c76da52c12090!8m2!3d42.4069239!4d-76.5025516!16s%2Fg%2F1td77kbp?hl=en&entry=ttu","17",,"42.4069239","-76.5025516"
"ChIJ4Sh1PKWf0IkRjdSrN2YEwr4","13745553849755358349","Dollar General","1188 Auburn Rd","Locke","New York","Pound Shop","false","12","Wide array of items at discount prices","39","false","Bargain retail chain selling a range of household goods, groceries, beauty products & more.","false","https://www.google.com/maps/place/Dollar+General/@42.6131,-76.498,17z/data=!3m1!4b1!4m6!3m5!1s0x89d09fa53c7528e1:0xbec2046637abd48d!8m2!3d42.6131!4d-76.498!16s%2Fg%2F11r_tsqw3z?hl=en&entry=ttu","8","3.3","42.6131","-76.498"
"ChIJK8QTwZl62okRWJYXFY8ZNLM","12912974133902939736","Mobil","51 North St","Dryden","New York","Petrol Station","false","7","Diesel fuel","2","false",,"false","https://www.google.com/maps/place/Mobil/@42.495959,-76.298353,17z/data=!3m1!4b1!4m6!3m5!1s0x89da7a99c113c42b:0xb334198f15179658!8m2!3d42.495959!4d-76.298353!16s%2Fg%2F1td_cp8q?hl=en&entry=ttu","13","3.6","42.495959","-76.298353"
"ChIJQzw6toJ52okRkSJvGtv_WBU","1538260589253436049","Dollar General","1408 Dryden Rd","Freeville","New York","Pound Shop","false","35","Wide array of items at discount prices","13","false","Bargain retail chain selling a range of household goods, groceries, beauty products & more.","false","https://www.google.com/maps/place/Dollar+General/@42.4716309,-76.4020364,17z/data=!3m1!4b1!4m6!3m5!1s0x89da7982b63a3c43:0x1558ffdb1a6f2291!8m2!3d42.4716309!4d-76.4020364!16s%2Fg%2F11m_gvy96c?hl=en&entry=ttu","10","3.9","42.4716309","-76.4020364"
"ChIJD6Jc-zB72okR0YCuhToJB5Q","10666504389405868241","Speedway","51 North St","Dryden","New York","Petrol Station","false","18","££","6","false","Convenience store chain offering gas fill-ups along with breakfast, sandwiches, snacks & drinks.","false","https://www.google.com/maps/place/Speedway/@42.4965732,-76.2980767,17z/data=!3m1!4b1!4m6!3m5!1s0x89da7b30fb5ca20f:0x9407093a85ae80d1!8m2!3d42.4965732!4d-76.2980767!16s%2Fg%2F11fgjtvygn?hl=en&entry=ttu","7","2.8","42.4965732","-76.2980767"
"ChIJn3cSQZ562okRBd9XRNSBcoI","9399718120955305733","Dollar General","169 North St","Dryden","New York","Pound Shop","false","321","£","45","false","Bargain retail chain selling a range of household goods, groceries, beauty products & more.","false","https://www.google.com/maps/place/Dollar+General/@42.5023095,-76.2990013,17z/data=!3m1!4b1!4m6!3m5!1s0x89da7a9e4112779f:0x827281d44457df05!8m2!3d42.5023095!4d-76.2990013!16s%2Fg%2F11b76q2565?hl=en&entry=ttu","6","4.1","42.5023095","-76.2990013"
"ChIJb69_18lx2okRMmhJ5KcT22c","7483596817616693298","Dandy Mini Mart","781 Fall Creek Rd McLean","Freeville","New York","Convenience Store","false","26",,"20","false",,"false","https://www.google.com/maps/place/Dandy+Mini+Mart/@42.5491737,-76.2944581,17z/data=!3m1!4b1!4m6!3m5!1s0x89da71c9d77faf6f:0x67db13a7e4496832!8m2!3d42.5491737!4d-76.2944581!16s%2Fg%2F1tgp1t2b?hl=en&entry=ttu","2","3.5","42.5491737","-76.2944581"
"ChIJ_cW8DGl32okR8MECr6nYFjU","3825483156795081200","Dollar General","178 Main St","Groton","New York","Pound Shop","false","20","Wide array of items at discount prices","16","false","Bargain retail chain selling a range of household goods, groceries, beauty products & more.","false","https://www.google.com/maps/place/Dollar+General/@42.5884199,-76.3676627,17z/data=!3m1!4b1!4m6!3m5!1s0x89da77690cbcc5fd:0x3516d8a9af02c1f0!8m2!3d42.5884199!4d-76.3676627!16s%2Fg%2F11lf_gkw1c?hl=en&entry=ttu","12","3.8","42.5884199","-76.3676627"
"ChIJV39J5A132okRrKZQHzrRNWw","7797368377425569452","Speedway","202 Main St","Groton","New York","Petrol Station","false","9","££","2","false","Convenience store chain offering gas fill-ups along with breakfast, sandwiches, snacks & drinks.","false","https://www.google.com/maps/place/Speedway/@42.5871354,-76.3671426,17z/data=!3m1!4b1!4m6!3m5!1s0x89da770de4497f57:0x6c35d13a1f50a6ac!8m2!3d42.5871354!4d-76.3671426!16s%2Fg%2F11fhnkr5_q?hl=en&entry=ttu","3","3.1","42.5871354","-76.3671426"
"ChIJi15vZJd62okRX7AlTAnQ5_s","18151705561490894943","Valero","43 North St","Dryden","New York","Gas station","false","3","$3.86/Regular","1","false","Gas station & convenience store chain stocking snacks, groceries, coffee & other sundries.","false","https://www.google.com/maps/place/convenience+stores/@42.4945801,-76.2980975,17z/data=!3m1!4b1!4m2!3m1!1s0x89da7a97646f5e8b:0xfbe7d0094c25b05f?hl=en&entry=ttu","5","3.7","42.4945801","-76.2980975"
"ChIJ9WayZJd62okRGDdrG6GTuYk","9924125574046627608","Kinney Drugs","44 North St","Dryden","New York","Drug store","false","24",,"10","false",,"false","https://www.google.com/maps/place/convenience+stores/@42.4954369,-76.2973676,17z/data=!3m1!4b1!4m2!3m1!1s0x89da7a9764b266f5:0x89b993a11b6b3718?hl=en&entry=ttu","6","3.8","42.4954369","-76.2973676"
"ChIJjQFmo2x72okRQfaHCMF3EFk","6417761139958478401","Walgreens","79 North St","Dryden","New York","Drug store","false","6","Prescriptions plus health & beauty items","3","false","Drugstore chain with health & beauty aids, prescriptions & photo services, plus mini-mart basics.","false","https://www.google.com/maps/place/convenience+stores/@42.4973181,-76.2988203,17z/data=!3m1!4b1!4m2!3m1!1s0x89da7b6ca366018d:0x591077c10887f641?hl=en&entry=ttu","7","2.7","42.4973181","-76.2988203"
"ChIJJfhCsMx92okR5LU3imV0FeE","16218997612504135140","Gulf","2700 Slaterville Rd","Brooktondale","New York","Gas station","false","25","$3.76/Regular","1","false",,"false","https://www.google.com/maps/place/Gulf/@42.3941341,-76.3473491,17z/data=!3m1!4b1!4m6!3m5!1s0x89da7dccb042f825:0xe11574658a37b5e4!8m2!3d42.3941341!4d-76.3473491!16s%2Fg%2F11bw21th8q?hl=en&entry=ttu","2","3.8","42.3941341","-76.3473491"
"ChIJ8ZeDXap22okRJLJDiUlLiag","12144320649388864036","Kwik Fill","176 Main St","Groton","New York","Gas station","false","18","$3.80/Regular","1","false","Gas-station & convenience-store chain carrying snacks, coffee & sundries.","false","https://www.google.com/maps/place/Kwik+Fill/@42.5890009,-76.3674581,17z/data=!3m1!4b1!4m6!3m5!1s0x89da76aa5d8397f1:0xa8894b498943b224!8m2!3d42.5890009!4d-76.3674581!16s%2Fg%2F11c310g_nc?hl=en&entry=ttu","16","4","42.5890009","-76.3674581"
"ChIJn4yn1xGB0IkRz_ECYfJQg_U","17691072763181330895","Walmart Deli","131 Fairgrounds Memorial Pkwy","Ithaca","New York","Deli","false","1","£","2","false","Chain retailer with a vast selection including groceries, apparel, home goods & electronics.","false","https://www.google.com/maps/place/Walmart+Deli/@42.4274057,-76.5143172,17z/data=!3m1!4b1!4m6!3m5!1s0x89d08111d7a78c9f:0xf58350f26102f1cf!8m2!3d42.4274057!4d-76.5143172!16s%2Fg%2F11fxfw5gdk?hl=en&entry=ttu","16","5","42.4274057","-76.5143172"
